PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Grimsdale, Andrew C.; Chan, Khai Leok; Martin, Rainer E.; Jokisz, Pawel G.; Holmes, Andrew B.								Synthesis of Light-Emitting Conjugated Polymers for Applications in Electroluminescent Devices								CHEMICAL REVIEWS				109	3			897	1091		10.1021/cr000013v			MAR 2009	2009										1801							WOS:000264199700003		
J	Halas, Naomi J.; Lal, Surbhi; Chang, Wei-Shun; Link, Stephan; Nordlander, Peter								Plasmons in Strongly Coupled Metallic Nanostructures								CHEMICAL REVIEWS				111	6			3913	3961		10.1021/cr200061k			JUN 2011	2011										1764							WOS:000291756700008		
J	Novotny, Lukas; van Hulst, Niek								Antennas for light								NATURE PHOTONICS				5	2			83	90		10.1038/NPHOTON.2010.237			FEB 2011	2011										1612							WOS:000286809900010		
J	Grigorenko, A. N.; Polini, M.; Novoselov, K. S.								Graphene plasmonics								NATURE PHOTONICS				6	11			749	758		10.1038/NPHOTON.2012.262			NOV 2012	2012										1563							WOS:000310848300014		
J	Rycenga, Matthew; Cobley, Claire M.; Zeng, Jie; Li, Weiyang; Moran, Christine H.; Zhang, Qiang; Qin, Dong; Xia, Younan								Controlling the Synthesis and Assembly of Silver Nanostructures for Plasmonic Applications								CHEMICAL REVIEWS				111	6			3669	3712		10.1021/cr100275d			JUN 2011	2011										1528							WOS:000291756700002		
J	Lal, Surbhi; Link, Stephan; Halas, Naomi J.								Nano-optics from sensing to waveguiding								NATURE PHOTONICS				1	11			641	648		10.1038/nphoton.2007.223			NOV 2007	2007										1524							WOS:000251282700014		
J	Haase, Markus; Schaefer, Helmut								Upconverting Nanoparticles								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				50	26			5808	5829		10.1002/anie.201005159			2011	2011										1482							WOS:000292001700004		
J	Koppens, Frank H. L.; Chang, Darrick E.; Javier Garcia de Abajo, F.								Graphene Plasmonics: A Platform for Strong Light-Matter Interactions								NANO LETTERS				11	8			3370	3377		10.1021/nl201771h			AUG 2011	2011										1467							WOS:000293665600054		
J	Kubacka, Anna; Fernandez-Garcia, Marcos; Colon, Gerardo								Advanced Nanoarchitectures for Solar Photocatalytic Applications								CHEMICAL REVIEWS				112	3			1555	1614		10.1021/cr100454n			MAR 2012	2012										1421							WOS:000301988700007		
J	Perez-Juste, J; Pastoriza-Santos, I; Liz-Marzan, LM; Mulvaney, P								Gold nanorods: Synthesis, characterization and applications								COORDINATION CHEMISTRY REVIEWS				249	17-18			1870	1901		10.1016/j.ccr.2005.01.030			SEP 2005	2005						36th International Conference on Coordination Chemistry	JUL 18-23, 2004		Merida, MEXICO	1392							WOS:000231534300014		
J	Kido, J; Okamoto, Y								Organo lanthanide metal complexes for electroluminescent materials								CHEMICAL REVIEWS				102	6			2357	2368	UNSP CR010448Y	10.1021/cr010448y			JUN 2002	2002										1366							WOS:000176203800018		
J	Hu, Liangbing; Kim, Han Sun; Lee, Jung-Yong; Peumans, Peter; Cui, Yi								Scalable Coating and Properties of Transparent, Flexible, Silver Nanowire Electrodes								ACS NANO				4	5			2955	2963		10.1021/nn1005232			MAY 2010	2010										1342							WOS:000277976900057		
J	Maier, SA; Atwater, HA								Plasmonics: Localization and guiding of electromagnetic energy in metal/dielectric structures								JOURNAL OF APPLIED PHYSICS				98	1					011101	10.1063/1.1951057			JUL 1 2005	2005										1342							WOS:000231062200001		
J	Ferrari, Andrea C.; Bonaccorso, Francesco; Fal'ko, Vladimir; Novoselov, Konstantin S.; Roche, Stephan; Boggild, Peter; Borini, Stefano; Koppens, Frank H. L.; Palermo, Vincenzo; Pugno, Nicola; Garrido, Jose A.; Sordan, Roman; Bianco, Alberto; Ballerini, Laura; Prato, Maurizio; Lidorikis, Elefterios; Kivioja, Jani; Marinelli, Claudio; Ryhaenen, Tapani; Morpurgo, Alberto; Coleman, Jonathan N.; Nicolosi, Valeria; Colombo, Luigi; Fert, Albert; Garcia-Hernandez, Mar; Bachtold, Adrian; Schneider, Gregory F.; Guinea, Francisco; Dekker, Cees; Barbone, Matteo; Sun, Zhipei; Galiotis, Costas; Grigorenko, Alexander N.; Konstantatos, Gerasimos; Kis, Andras; Katsnelson, Mikhail; Vandersypen, Lieven; Loiseau, Annick; Morandi, Vittorio; Neumaier, Daniel; Treossi, Emanuele; Pellegrini, Vittorio; Polini, Marco; Tredicucci, Alessandro; Williams, Gareth M.; Hong, Byung Hee; Ahn, Jong-Hyun; Kim, Jong Min; Zirath, Herbert; van Wees, Bart J.; van der Zant, Herre; Occhipinti, Luigi; Di Matteo, Andrea; Kinloch, Ian A.; Seyller, Thomas; Quesnel, Etienne; Feng, Xinliang; Teo, Ken; Rupesinghe, Nalin; Hakonen, Pertti; Neil, Simon R. T.; Tannock, Quentin; Loefwander, Tomas; Kinaret, Jari								Science and technology roadmap for graphene, related two-dimensional crystals, and hybrid systems								NANOSCALE				7	11			4598	4810		10.1039/c4nr01600a			2015	2015										1242							WOS:000351061700001		
J	Britnell, L.; Ribeiro, R. M.; Eckmann, A.; Jalil, R.; Belle, B. D.; Mishchenko, A.; Kim, Y. -J.; Gorbachev, R. V.; Georgiou, T.; Morozov, S. V.; Grigorenko, A. N.; Geim, A. K.; Casiraghi, C.; Castro Neto, A. H.; Novoselov, K. S.								Strong Light-Matter Interactions in Heterostructures of Atomically Thin Films								SCIENCE				340	6138			1311	1314		10.1126/science.1235547			JUN 14 2013	2013										1238							WOS:000320320200039		
J	Huang, Xiaohuo; Neretina, Svetiana; El-Sayed, Mostafa A.								Gold Nanorods: From Synthesis and Properties to Biological and Biomedical Applications								ADVANCED MATERIALS				21	48			4880	4910		10.1002/adma.200802789			DEC 28 2009	2009										1151							WOS:000273359300001		
J	Li, J; Stein, D; McMullan, C; Branton, D; Aziz, MJ; Golovchenko, JA								Ion-beam sculpting at nanometre length scales								NATURE				412	6843			166	169		10.1038/35084037			JUL 12 2001	2001										1147							WOS:000169778700046		
J	Xiao, Manda; Huang, Fuzhi; Huang, Wenchao; Dkhissi, Yasmina; Zhu, Ye; Etheridge, Joanne; Gray-Weale, Angus; Bach, Udo; Cheng, Yi-Bing; Spiccia, Leone								A Fast Deposition-Crystallization Procedure for Highly Efficient Lead Iodide Perovskite Thin-Film Solar Cells								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				53	37			9898	9903		10.1002/anie.201405334			SEP 8 2014	2014										1115							WOS:000342678200038		
J	Knight, Mark W.; Sobhani, Heidar; Nordlander, Peter; Halas, Naomi J.								Photodetection with Active Optical Antennas								SCIENCE				332	6030			702	704		10.1126/science.1203056			MAY 6 2011	2011										1095							WOS:000290265800038		
J	Osterloh, Frank E.								Inorganic nanostructures for photoelectrochemical and photocatalytic water splitting								CHEMICAL SOCIETY REVIEWS				42	6			2294	2320		10.1039/c2cs35266d			2013	2013										1094							WOS:000315356300008		
J	Noguez, Cecilia								Surface Plasmons on Metal Nanoparticles: The Influence of Shape and Physical Environment								JOURNAL OF PHYSICAL CHEMISTRY C				111	10			3806	3819		10.1021/jp066539m			MAR 15 2007	2007										1090							WOS:000245006100002		
J	Tessler, N; Medvedev, V; Kazes, M; Kan, SH; Banin, U								Efficient near-infrared polymer nanocrystat light-emitting diodes								SCIENCE				295	5559			1506	1508		10.1126/science.1068153			FEB 22 2002	2002										1079							WOS:000173981300047		
J	Clavero, Cesar								Plasmon-induced hot-electron generation at nanoparticle/metal-oxide interfaces for photovoltaic and photocatalytic devices								NATURE PHOTONICS				8	2			95	103		10.1038/NPHOTON.2013.238			FEB 2014	2014										1075							WOS:000331162400010		
J	Kuzyk, Anton; Schreiber, Robert; Fan, Zhiyuan; Pardatscher, Guenther; Roller, Eva-Maria; Hoegele, Alexander; Simmel, Friedrich C.; Govorov, Alexander O.; Liedl, Tim								DNA-based self-assembly of chiral plasmonic nanostructures with tailored optical response								NATURE				483	7389			311	314		10.1038/nature10889			MAR 15 2012	2012										1061							WOS:000301481800044		
J	Akimov, A. V.; Mukherjee, A.; Yu, C. L.; Chang, D. E.; Zibrov, A. S.; Hemmer, P. R.; Park, H.; Lukin, M. D.								Generation of single optical plasmons in metallic nanowires coupled to quantum dots								NATURE				450	7168			402	406		10.1038/nature06230			NOV 15 2007	2007										1007							WOS:000250918600051		
J	Jain, Prashant K.; Huang, Wenyu; El-Sayed, Mostafa A.								On the universal scaling behavior of the distance decay of plasmon coupling in metal nanoparticle pairs: A plasmon ruler equation								NANO LETTERS				7	7			2080	2088		10.1021/nl071008a			JUL 2007	2007										993							WOS:000247926400043		
J	You, Jingbi; Hong, Ziruo; Yang, Yang (Michael); Chen, Qi; Cai, Min; Song, Tze-Bin; Chen, Chun-Chao; Lu, Shirong; Liu, Yongsheng; Zhou, Huanping; Yang, Yang								Low-Temperature Solution-Processed Perovskite Solar Cells with High Efficiency and Flexibility								ACS NANO				8	2			1674	1680		10.1021/nn406020d			FEB 2014	2014										959							WOS:000332059200064		
J	Soukoulis, Costas M.; Wegener, Martin								Past achievements and future challenges in the development of three-dimensional photonic metamaterials								NATURE PHOTONICS				5	9			523	530		10.1038/NPHOTON.2011.154			SEP 2011	2011										948							WOS:000294412700009		
J	Lakowicz, JR								Radiative decay engineering 5: metal-enhanced fluorescence and plasmon emission								ANALYTICAL BIOCHEMISTRY				337	2			171	194		10.1016/j.ab.2004.11.026			FEB 15 2005	2005										948							WOS:000226941400001		
J	Aydin, Koray; Ferry, Vivian E.; Briggs, Ryan M.; Atwater, Harry A.								Broadband polarization-independent resonant light absorption using ultrathin plasmonic super absorbers								NATURE COMMUNICATIONS				2						517	10.1038/ncomms1528			NOV 2011	2011										935							WOS:000297686500004		
J	Huang, Xiaoyong; Han, Sanyang; Huang, Wei; Liu, Xiaogang								Enhancing solar cell efficiency: the search for luminescent materials as spectral converters								CHEMICAL SOCIETY REVIEWS				42	1			173	201		10.1039/c2cs35288e			2013	2013										913							WOS:000311968700013		
J	Luther, Joseph M.; Jain, Prashant K.; Ewers, Trevor; Alivisatos, A. Paul								Localized surface plasmon resonances arising from free carriers in doped quantum dots								NATURE MATERIALS				10	5			361	366		10.1038/NMAT3004			MAY 2011	2011										879							WOS:000289720000015		
J	Ma, H; Jen, AKY; Dalton, LR								Polymer-based optical waveguides: Materials, processing, and devices								ADVANCED MATERIALS				14	19			1339	1365		10.1002/1521-4095(20021002)14:19<1339::AID-ADMA1339>3.0.CO;2-O			OCT 2 2002	2002										878							WOS:000178609300003		
J	Graf, C; Vossen, DLJ; Imhof, A; van Blaaderen, A								A general method to coat colloidal particles with silica								LANGMUIR				19	17			6693	6700		10.1021/la0347859			AUG 19 2003	2003										872							WOS:000184768600024		
J	Yoffe, AD								Semiconductor quantum dots and related systems: electronic, optical, luminescence and related properties of low dimensional systems								ADVANCES IN PHYSICS				50	1			1	208		10.1080/00018730010006608			JAN 2001	2001										865							WOS:000165958700001		
J	Lin, Dianmin; Fan, Pengyu; Hasman, Erez; Brongersma, Mark L.								Dielectric gradient metasurface optical elements								SCIENCE				345	6194			298	302		10.1126/science.1253213			JUL 18 2014	2014										849							WOS:000339400700044		
J	Chen, Jing-De; Cui, Chaohua; Li, Yan-Qing; Zhou, Lei; Ou, Qing-Dong; Li, Chi; Li, Yongfang; Tang, Jian-Xin								Single-Junction Polymer Solar Cells Exceeding 10% Power Conversion Efficiency								ADVANCED MATERIALS				27	6			1035	1041		10.1002/adma.201404535			FEB 11 2015	2015										846							WOS:000349975800006		
J	Jalali, Bahrain; Fathpour, Sasan								Silicon photonics								JOURNAL OF LIGHTWAVE TECHNOLOGY				24	12			4600	4615		10.1109/JLT.2006.885782			DEC 2006	2006										835							WOS:000243888600013		
J	Werts, MHV; Jukes, RTF; Verhoeven, JW								The emission spectrum and the radiative lifetime of Eu3+ in luminescent lanthanide complexes								PHYSICAL CHEMISTRY CHEMICAL PHYSICS				4	9			1542	1548		10.1039/b107770h			2002	2002										835							WOS:000175326000007		
J	Miller, DAB								Rationale and challenges for optical interconnects to electronic chips								PROCEEDINGS OF THE IEEE				88	6			728	749		10.1109/5.867687			JUN 2000	2000										830							WOS:000089369400002		
J	Zhang, Qifeng; Uchaker, Evan; Candelaria, Stephanie L.; Cao, Guozhong								Nanomaterials for energy conversion and storage								CHEMICAL SOCIETY REVIEWS				42	7			3127	3171		10.1039/c3cs00009e			2013	2013										815							WOS:000316869500028		
J	Bharadwaj, Palash; Deutsch, Bradley; Novotny, Lukas								Optical Antennas								ADVANCES IN OPTICS AND PHOTONICS				1	3			438	483		10.1364/AOP.1.000438			NOV 2009	2009										810							WOS:000208809200001		
J	Bhimanapati, Ganesh R.; Lin, Zhong; Meunier, Vincent; Jung, Yeonwoong; Cha, Judy; Das, Saptarshi; Xiao, Di; Son, Youngwoo; Strano, Michael S.; Cooper, Valentino R.; Liang, Liangbo; Louie, Steven G.; Ringe, Emilie; Zhou, Wu; Kim, Steve S.; Naik, Rajesh R.; Sumpter, Bobby G.; Terrones, Humberto; Xia, Fengnian; Wang, Yeliang; Zhu, Jun; Akinwande, Deji; Alem, Nasim; Schuller, Jon A.; Schaak, Raymond E.; Terrones, Mauricio; Robinson, Joshua A.								Recent Advances in Two-Dimensional Materials beyond Graphene								ACS NANO				9	12			11509	11539		10.1021/acsnano.5b05556			DEC 2015	2015										789							WOS:000367280100002		
J	Barnes, WL								Fluorescence near interfaces: the role of photonic mode density								JOURNAL OF MODERN OPTICS				45	4			661	699		10.1080/095003498151582			APR 1998	1998										784							WOS:000072800600001		
J	Jones, Matthew R.; Osberg, Kyle D.; Macfarlane, Robert J.; Langille, Mark R.; Mirkin, Chad A.								Templated Techniques for the Synthesis and Assembly of Plasmonic Nanostructures								CHEMICAL REVIEWS				111	6			3736	3827		10.1021/cr1004452			JUN 2011	2011										774							WOS:000291756700004		
J	Boltasseva, Alexandra; Atwater, Harry A.								Low-Loss Plasmonic Metamaterials								SCIENCE				331	6015			290	291		10.1126/science.1198258			JAN 21 2011	2011										773							WOS:000286636300023		
J	Fang, Alexander W.; Park, Hyundai; Cohen, Oded; Jones, Richard; Paniccia, Mario J.; Bowers, John E.								Electrically pumped hybrid AlGaInAs-silicon evanescent laser								OPTICS EXPRESS				14	20			9203	9210		10.1364/OE.14.009203			OCT 2 2006	2006										768							WOS:000240981000031		
J	Konstantatos, Gerasimos; Sargent, Edward H.								Nanostructured materials for photon detection								NATURE NANOTECHNOLOGY				5	6			391	400		10.1038/nnano.2010.78			JUN 2010	2010										765							WOS:000279106500009		
J	Novotny, Lukas								Effective wavelength scaling for optical antennas								PHYSICAL REVIEW LETTERS				98	26					266802	10.1103/PhysRevLett.98.266802			JUN 29 2007	2007										754							WOS:000247625100049		
J	Wallentin, Jesper; Anttu, Nicklas; Asoli, Damir; Huffman, Maria; Aberg, Ingvar; Magnusson, Martin H.; Siefer, Gerald; Fuss-Kailuweit, Peter; Dimroth, Frank; Witzigmann, Bernd; Xu, H. Q.; Samuelson, Lars; Deppert, Knut; Borgstrom, Magnus T.								InP Nanowire Array Solar Cells Achieving 13.8% Efficiency by Exceeding the Ray Optics Limit								SCIENCE				339	6123			1057	1060		10.1126/science.1230969			MAR 1 2013	2013										748							WOS:000315452000036		
J	Lim, Dong-Kwon; Jeon, Ki-Seok; Kim, Hyung Min; Nam, Jwa-Min; Suh, Yung Doug								Nanogap-engineerable Raman-active nanodumbbells for single-molecule detection								NATURE MATERIALS				9	1			60	67		10.1038/NMAT2596			JAN 2010	2010										722							WOS:000272854800020		
J	Lopez, C								Materials aspects of photonic crystals								ADVANCED MATERIALS				15	20			1679	1704		10.1002/adma.200300386			OCT 16 2003	2003										717							WOS:000186425600002		
J	Myroshnychenko, Viktor; Rodriguez-Fernandez, Jessica; Pastoriza-Santos, Isabel; Funston, Alison M.; Novo, Carolina; Mulvaney, Paul; Liz-Marzan, Luis M.; Garcia de Abajo, F. Javier								Modelling the optical response of gold nanoparticles								CHEMICAL SOCIETY REVIEWS				37	9			1792	1805		10.1039/b711486a			SEP 2008	2008										712							WOS:000259408300005		
J	Hao, Feng; Sonnefraud, Yannick; Van Dorpe, Pol; Maier, Stefan A.; Halas, Naomi J.; Nordlander, Peter								Symmetry Breaking in Plasmonic Nanocavities: Subradiant LSPR Sensing and a Tunable Fano Resonance								NANO LETTERS				8	11			3983	3988		10.1021/nl802509r			NOV 2008	2008										702							WOS:000260888600076		
J	Giannini, Vincenzo; Fernandez-Dominguez, Antonio I.; Heck, Susannah C.; Maier, Stefan A.								Plasmonic Nanoantennas: Fundamentals and Their Use in Controlling the Radiative Properties of Nanoemitters								CHEMICAL REVIEWS				111	6			3888	3912		10.1021/cr1002672			JUN 2011	2011										693							WOS:000291756700007		
J	Khorasaninejad, Mohammadreza; Chen, Wei Ting; Devlin, Robert C.; Oh, Jaewon; Zhu, Alexander Y.; Capasso, Federico								Metalenses at visible wavelengths: Diffraction-limited focusing and subwavelength resolution imaging								SCIENCE				352	6290			1190	1194		10.1126/science.aaf6644			JUN 3 2016	2016										692							WOS:000377045700035		
J	Stockman, Mark I.								Nanoplasmonics: past, present, and glimpse into future								OPTICS EXPRESS				19	22			22029	22106		10.1364/OE.19.022029			OCT 24 2011	2011										692							WOS:000296568100091		
J	Graetzel, Michael; Janssen, Rene A. J.; Mitzi, David B.; Sargent, Edward H.								Materials interface engineering for solution-processed photovoltaics								NATURE				488	7411			304	312		10.1038/nature11476			AUG 16 2012	2012										691							WOS:000307501000029		
J	Carlos, Luis D.; Ferreira, Rute A. S.; Bermudez, Veronica de Zea; Ribeiro, Sidney J. L.								Lanthanide-Containing Light-Emitting Organic-Inorganic Hybrids: A Bet on the Future								ADVANCED MATERIALS				21	5			509	534		10.1002/adma.200801635			FEB 2 2009	2009										681							WOS:000263371800001		
J	Qu, Yongquan; Duan, Xiangfeng								Progress, challenge and perspective of heterogeneous photocatalysts								CHEMICAL SOCIETY REVIEWS				42	7			2568	2580		10.1039/c2cs35355e			2013	2013										677							WOS:000316869500007		
J	Arbabi, Amir; Horie, Yu; Bagheri, Mahmood; Faraon, Andrei								Dielectric metasurfaces for complete control of phase and polarization with subwavelength spatial resolution and high transmission								NATURE NANOTECHNOLOGY				10	11			937	U190		10.1038/NNANO.2015.186			NOV 2015	2015										674							WOS:000364528300009		
J	Kuriki, K; Koike, Y; Okamoto, Y								Plastic optical fiber lasers and amplifiers containing lanthanide complexes								CHEMICAL REVIEWS				102	6			2347	2356	UNSP CR010309G	10.1021/cr010309g			JUN 2002	2002										674							WOS:000176203800017		
J	Stouwdam, JW; van Veggel, FCJM								Near-infrared emission of redispersible Er3+, Nd3+, and Ho3+ doped LaF3 nanoparticles								NANO LETTERS				2	7			733	737		10.1021/nl025562q			JUL 2002	2002										666							WOS:000176827500013		
J	Garcia de Abajo, F. J.								Optical excitations in electron microscopy								REVIEWS OF MODERN PHYSICS				82	1			209	275		10.1103/RevModPhys.82.209			JAN-MAR 2010	2010										655							WOS:000276184000005		
J	Lim, Dong-Kwon; Jeon, Ki-Seok; Hwang, Jae-Ho; Kim, Hyoki; Kwon, Sunghoon; Suh, Yung Doug; Nam, Jwa-Min								Highly uniform and reproducible surface-enhanced Raman scattering from DNA-tailorable nanoparticles with 1-nm interior gap								NATURE NANOTECHNOLOGY				6	7			452	460		10.1038/NNANO.2011.79			JUL 2011	2011										646							WOS:000292463000016		
J	Rong, HS; Liu, AS; Jones, R; Cohen, O; Hak, D; Nicolaescu, R; Fang, A; Paniccia, M								An all-silicon Raman laser								NATURE				433	7023			292	294		10.1038/nature03273			JAN 20 2005	2005										646							WOS:000226381300049		
J	Thanh, Nguyen T. K.; Maclean, N.; Mahiddine, S.								Mechanisms of Nucleation and Growth of Nanoparticles in Solution								CHEMICAL REVIEWS				114	15			7610	7630		10.1021/cr400544s			AUG 13 2014	2014										645							WOS:000340443700007		
J	Scholl, Jonathan A.; Koh, Ai Leen; Dionne, Jennifer A.								Quantum plasmon resonances of individual metallic nanoparticles								NATURE				483	7390			421	U68		10.1038/nature10904			MAR 22 2012	2012										642							WOS:000301771200034		
J	Zhu, Jia; Hsu, Ching-Mei; Yu, Zongfu; Fan, Shanhui; Cui, Yi								Nanodome Solar Cells with Efficient Light Management and Self-Cleaning								NANO LETTERS				10	6			1979	1984		10.1021/nl9034237			JUN 2010	2010										641							WOS:000278449200002		
J	Lu, Y; Liu, GL; Lee, LP								High-density silver nanoparticle film with temperature-controllable interparticle spacing for a tunable surface enhanced Raman scattering substrate								NANO LETTERS				5	1			5	9		10.1021/nl048965u			JAN 2005	2005										633							WOS:000226327600002		
J	Kuznetsov, Arseniy I.; Miroshnichenko, Andrey E.; Brongersma, Mark L.; Kivshar, Yuri S.; Luk'yanchuk, Boris								Optically resonant dielectric nanostructures								SCIENCE				354	6314					aag2472	10.1126/science.aag2472			NOV 18 2016	2016										618							WOS:000388531900030		
J	Jahani, Saman; Jacob, Zubin								All-dielectric metamaterials								NATURE NANOTECHNOLOGY				11	1			23	36		10.1038/NNANO.2015.304			JAN 2016	2016										609							WOS:000367839600008		
J	Lin, Jiao; Mueller, J. P. Balthasar; Wang, Qian; Yuan, Guanghui; Antoniou, Nicholas; Yuan, Xiao-Cong; Capasso, Federico								Polarization-Controlled Tunable Directional Coupling of Surface Plasmon Polaritons								SCIENCE				340	6130			331	334		10.1126/science.1233746			APR 19 2013	2013										606							WOS:000317657500049		
J	Hasan, Tawfique; Sun, Zhipei; Wang, Fengqiu; Bonaccorso, Francesco; Tan, Ping Heng; Rozhin, Aleksey G.; Ferrari, Andrea C.								Nanotube-Polymer Composites for Ultrafast Photonics								ADVANCED MATERIALS				21	38-39			3874	3899		10.1002/adma.200901122			OCT 19 2009	2009										603							WOS:000271303900005		
J	Low, Tony; Avouris, Phaedon								Graphene Plasmonics for Terahertz to Mid-Infrared Applications								ACS NANO				8	2			1086	1101		10.1021/nn406627u			FEB 2014	2014										597							WOS:000332059200003		
J	Cushing, Scott K.; Li, Jiangtian; Meng, Fanke; Senty, Tess R.; Suri, Savan; Zhi, Mingjia; Li, Ming; Bristow, Alan D.; Wu, Nianqiang								Photocatalytic Activity Enhanced by Plasmonic Resonant Energy Transfer from Metal to Semiconductor								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				134	36			15033	15041		10.1021/ja305603t			SEP 12 2012	2012										593							WOS:000308574800062		
J	Deibel, Carsten; Dyakonov, Vladimir								Polymer-fullerene bulk heterojunction solar cells								REPORTS ON PROGRESS IN PHYSICS				73	9					096401	10.1088/0034-4885/73/9/096401			SEP 2010	2010										589							WOS:000282092500002		
J	Sun, Chang Q.								Size dependence of nanostructures: Impact of bond order deficiency								PROGRESS IN SOLID STATE CHEMISTRY				35	1			1	159		10.1016/j.progsolidstchem.2006.03.001			2007	2007										588							WOS:000243123000001		
J	Mubeen, Syed; Lee, Joun; Singh, Nirala; Kraemer, Stephan; Stucky, Galen D.; Moskovits, Martin								An autonomous photosynthetic device in which all charge carriers derive from surface plasmons								NATURE NANOTECHNOLOGY				8	4			247	251		10.1038/nnano.2013.18			APR 2013	2013										584							WOS:000317046800009		
J	Pala, Ragip A.; White, Justin; Barnard, Edward; Liu, John; Brongersma, Mark L.								Design of Plasmonic Thin-Film Solar Cells with Broadband Absorption Enhancements								ADVANCED MATERIALS				21	34			3504	+		10.1002/adma.200900331			SEP 11 2009	2009										584							WOS:000270380100009		
J	Savage, Kevin J.; Hawkeye, Matthew M.; Esteban, Ruben; Borisov, Andrei G.; Aizpurua, Javier; Baumberg, Jeremy J.								Revealing the quantum regime in tunnelling plasmonics								NATURE				491	7425			574	577		10.1038/nature11653			NOV 22 2012	2012										579							WOS:000311339800047		
J	Kuznetsov, Arseniy I.; Miroshnichenko, Andrey E.; Fu, Yuan Hsing; Zhang, JingBo; Luk'yanchuk, Boris								Magnetic light								SCIENTIFIC REPORTS				2						492	10.1038/srep00492			JUL 4 2012	2012										576							WOS:000306081000002		
J	Ko, Hyunhyub; Singamaneni, Srikanth; Tsukruk, Vladimir V.								Nanostructured Surfaces and Assemblies as SERS Media								SMALL				4	10			1576	1599		10.1002/smll.200800337			OCT 2008	2008										574							WOS:000260201700002		
J	Nakayama, Keisuke; Tanabe, Katsuaki; Atwater, Harry A.								Plasmonic nanoparticle enhanced light absorption in GaAs solar cells								APPLIED PHYSICS LETTERS				93	12					121904	10.1063/1.2988288			SEP 22 2008	2008										571							WOS:000259799100022		
J	Li, Xuanhua; Choy, Wallace C. H.; Huo, Lijun; Xie, Fengxian; Sha, Wei E. I.; Ding, Baofu; Guo, Xia; Li, Yongfang; Hou, Jianhui; You, Jingbi; Yang, Yang								Dual Plasmonic Nanostructures for High Performance Inverted Organic Solar Cells								ADVANCED MATERIALS				24	22			3046	3052		10.1002/adma.201200120			JUN 12 2012	2012										570							WOS:000304750400013		
