J	Liu, Z. K.; Zhou, B.; Zhang, Y.; Wang, Z. J.; Weng, H. M.; Prabhakaran, D.; Mo, S-K; Shen, Z. X.; Fang, Z.; Dai, X.; Hussain, Z.; Chen, Y. L.								Discovery of a Three-Dimensional Topological Dirac Semimetal, Na3Bi								SCIENCE				343	6173			864	867		10.1126/science.1245085			FEB 21 2014	2014										995							WOS:000331552600040		
J	Tan, Chaoliang; Cao, Xiehong; Wu, Xue-Jun; He, Qiyuan; Yang, Jian; Zhang, Xiao; Chen, Junze; Zhao, Wei; Han, Shikui; Nam, Gwang-Hyeon; Sindoro, Melinda; Zhang, Hua								Recent Advances in Ultrathin Two-Dimensional Nanomaterials								CHEMICAL REVIEWS				117	9			6225	6331		10.1021/acs.chemrev.6b00558			MAY 10 2017	2017										985							WOS:000401307500004		
J	Weng, Hongming; Fang, Chen; Fang, Zhong; Bernevig, B. Andrei; Dai, Xi								Weyl Semimetal Phase in Noncentrosymmetric Transition-Metal Monophosphides								PHYSICAL REVIEW X				5	1					011029	10.1103/PhysRevX.5.011029			MAR 17 2015	2015										945							WOS:000351507700001		
J	Stewart, G. R.								Superconductivity in iron compounds								REVIEWS OF MODERN PHYSICS				83	4			1589	1652		10.1103/RevModPhys.83.1589			DEC 13 2011	2011										940							WOS:000298133800001		
J	Wang, Zheng; Chong, Yidong; Joannopoulos, J. D.; Soljacic, Marin								Observation of unidirectional backscattering-immune topological electromagnetic states								NATURE				461	7265			772	U20		10.1038/nature08293			OCT 8 2009	2009										917							WOS:000270547500031		
J	Yu, Rui; Zhang, Wei; Zhang, Hai-Jun; Zhang, Shou-Cheng; Dai, Xi; Fang, Zhong								Quantized Anomalous Hall Effect in Magnetic Topological Insulators								SCIENCE				329	5987			61	64		10.1126/science.1187485			JUL 2 2010	2010										900							WOS:000279402700031		
J	Bloch, Immanuel; Dalibard, Jean; Nascimbene, Sylvain								Quantum simulations with ultracold quantum gases								NATURE PHYSICS				8	4			267	276		10.1038/NPHYS2259			APR 2012	2012										895							WOS:000302557600011		
J	Ryu, Shinsei; Schnyder, Andreas P.; Furusaki, Akira; Ludwig, Andreas W. W.								Topological insulators and superconductors: tenfold way and dimensional hierarchy								NEW JOURNAL OF PHYSICS				12						065010	10.1088/1367-2630/12/6/065010			JUN 17 2010	2010										879							WOS:000279876800008		
J	Wang, Zhijun; Sun, Yan; Chen, Xing-Qiu; Franchini, Cesare; Xu, Gang; Weng, Hongming; Dai, Xi; Fang, Zhong								Dirac semimetal and topological phase transitions in A(3)Bi (A = Na, K, Rb)								PHYSICAL REVIEW B				85	19					195320	10.1103/PhysRevB.85.195320			MAY 22 2012	2012										863							WOS:000304394800006		
J	Beenakker, C. W. J.								Search for Majorana Fermions in Superconductors								Annual Review of Condensed Matter Physics				4				113	136		10.1146/annurev-conmatphys-030212-184337			2013	2013										861							WOS:000321694300006		
J	Jotzu, Gregor; Messer, Michael; Desbuquois, Remi; Lebrat, Martin; Uehlinger, Thomas; Greif, Daniel; Esslinger, Tilman								Experimental realization of the topological Haldane model with ultracold fermions								NATURE				515	7526			237	U191		10.1038/nature13915			NOV 13 2014	2014										847							WOS:000344631400043		
J	Graf, Tanja; Felser, Claudia; Parkin, Stuart S. P.								Simple rules for the understanding of Heusler compounds								PROGRESS IN SOLID STATE CHEMISTRY				39	1			1	50		10.1016/j.progsolidstchem.2011.02.001			2011	2011										819							WOS:000291291900001		
J	Zhang, Yi; He, Ke; Chang, Cui-Zu; Song, Can-Li; Wang, Li-Li; Chen, Xi; Jia, Jin-Feng; Fang, Zhong; Dai, Xi; Shan, Wen-Yu; Shen, Shun-Qing; Niu, Qian; Qi, Xiao-Liang; Zhang, Shou-Cheng; Ma, Xu-Cun; Xue, Qi-Kun								Crossover of the three-dimensional topological insulator Bi2Se3 to the two-dimensional limit								NATURE PHYSICS				6	8			584	588		10.1038/NPHYS1689			AUG 2010	2010										818							WOS:000280559300013		
J	Lu, Ling; Joannopoulos, John D.; Soljacic, Marin								Topological photonics								NATURE PHOTONICS				8	11			821	829		10.1038/NPHOTON.2014.248			NOV 2014	2014										817							WOS:000344840400008		
J	Qi, Xiao-Liang; Zhang, Shou-Cheng								The quantum spin Hall effect and topological insulators								PHYSICS TODAY				63	1			33	38		10.1063/1.3293411			JAN 2010	2010										816							WOS:000273545900013		
J	Evers, Ferdinand; Mirlin, Alexander D.								Anderson transitions								REVIEWS OF MODERN PHYSICS				80	4			1355	1417		10.1103/RevModPhys.80.1355			OCT-DEC 2008	2008										792							WOS:000262253500008		
J	Marzari, Nicola; Mostofi, Arash A.; Yates, Jonathan R.; Souza, Ivo; Vanderbilt, David								Maximally localized Wannier functions: Theory and applications								REVIEWS OF MODERN PHYSICS				84	4						10.1103/RevModPhys.84.1419			OCT 10 2012	2012										782							WOS:000309659400001		
J	Huang, Shin-Ming; Xu, Su-Yang; Belopolski, Ilya; Lee, Chi-Cheng; Chang, Guoqing; Wang, BaoKai; Alidoust, Nasser; Bian, Guang; Neupane, Madhab; Zhang, Chenglong; Jia, Shuang; Bansil, Arun; Lin, Hsin; Hasan, M. Zahid								A Weyl Fermion semimetal with surface Fermi arcs in the transition metal monopnictide TaAs class								NATURE COMMUNICATIONS				6						7373	10.1038/ncomms8373			JUN 2015	2015										759							WOS:000357175300006		
J	Fu, Liang								Topological Crystalline Insulators								PHYSICAL REVIEW LETTERS				106	10					106802	10.1103/PhysRevLett.106.106802			MAR 8 2011	2011										719							WOS:000288123300015		
J	Lindner, Netanel H.; Refael, Gil; Galitski, Victor								Floquet topological insulator in semiconductor quantum wells								NATURE PHYSICS				7	6			490	495		10.1038/NPHYS1926			JUN 2011	2011										716							WOS:000291146500018		
J	Ando, Yoichi								Topological Insulator Materials								JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN				82	10					102001	10.7566/JPSJ.82.102001			OCT 2013	2013										715							WOS:000325108000001		
J	Wang, Zhijun; Weng, Hongming; Wu, Quansheng; Dai, Xi; Fang, Zhong								Three-dimensional Dirac semimetal and quantum transport in Cd3As2								PHYSICAL REVIEW B				88	12					125427	10.1103/PhysRevB.88.125427			SEP 23 2013	2013										715							WOS:000324690500009		
J	Liu, Cheng-Cheng; Jiang, Hua; Yao, Yugui								Low-energy effective Hamiltonian involving spin-orbit coupling in silicene and two-dimensional germanium and tin								PHYSICAL REVIEW B				84	19					195430	10.1103/PhysRevB.84.195430			NOV 7 2011	2011										713							WOS:000296865800015		
J	Hirschfeld, P. J.; Korshunov, M. M.; Mazin, I. I.								Gap symmetry and structure of Fe-based superconductors								REPORTS ON PROGRESS IN PHYSICS				74	12					124508	10.1088/0034-4885/74/12/124508			DEC 2011	2011										687							WOS:000298079500009		
J	Neupane, Madhab; Xu, Su-Yang; Sankar, Raman; Alidoust, Nasser; Bian, Guang; Liu, Chang; Belopolski, Ilya; Chang, Tay-Rong; Jeng, Horng-Tay; Lin, Hsin; Bansil, Arun; Chou, Fangcheng; Hasan, M. Zahid								Observation of a three-dimensional topological Dirac semimetal phase in high-mobility Cd3As2								NATURE COMMUNICATIONS				5						3786	10.1038/ncomms4786			MAY 2014	2014										678							WOS:000337371600001		
J	Ugeda, Miguel M.; Bradley, Aaron J.; Shi, Su-Fei; da Jornada, Felipe H.; Zhang, Yi; Qiu, Diana Y.; Ruan, Wei; Mo, Sung-Kwan; Hussain, Zahid; Shen, Zhi-Xun; Wang, Feng; Louie, Steven G.; Crommie, Michael F.								Giant bandgap renormalization and excitonic effects in a monolayer transition metal dichalcogenide semiconductor								NATURE MATERIALS				13	12			1091	1095		10.1038/NMAT4061			DEC 2014	2014										677							WOS:000345432200009		
J	Burkov, A. A.; Hook, M. D.; Balents, Leon								Topological nodal semimetals								PHYSICAL REVIEW B				84	23					235126	10.1103/PhysRevB.84.235126			DEC 20 2011	2011										676							WOS:000298557900002		
J	Chen, Y. L.; Chu, J. -H.; Analytis, J. G.; Liu, Z. K.; Igarashi, K.; Kuo, H. -H.; Qi, X. L.; Mo, S. K.; Moore, R. G.; Lu, D. H.; Hashimoto, M.; Sasagawa, T.; Zhang, S. C.; Fisher, I. R.; Hussain, Z.; Shen, Z. X.								Massive Dirac Fermion on the Surface of a Magnetically Doped Topological Insulator								SCIENCE				329	5992			659	662		10.1126/science.1189924			AUG 6 2010	2010										670							WOS:000280602700032		
J	Liu, Z. K.; Jiang, J.; Zhou, B.; Wang, Z. J.; Zhang, Y.; Weng, H. M.; Prabhakaran, D.; Mo, S-K.; Peng, H.; Dudin, P.; Kim, T.; Hoesch, M.; Fang, Z.; Dai, X.; Shen, Z. X.; Feng, D. L.; Hussain, Z.; Chen, Y. L.								A stable three-dimensional topological Dirac semimetal Cd3As2								NATURE MATERIALS				13	7			677	681		10.1038/NMAT3990			JUL 2014	2014										668							WOS:000338482300013		
J	Sinova, Jairo; Valenzuela, Sergio O.; Wunderlich, J.; Back, C. H.; Jungwirth, T.								Spin Hall effects								REVIEWS OF MODERN PHYSICS				87	4			1213	1259		10.1103/RevModPhys.87.1213			OCT 27 2015	2015										665							WOS:000363508800001		
J	Kotov, Valeri N.; Uchoa, Bruno; Pereira, Vitor M.; Guinea, F.; Castro Neto, A. H.								Electron-Electron Interactions in Graphene: Current Status and Perspectives								REVIEWS OF MODERN PHYSICS				84	3			1067	1125		10.1103/RevModPhys.84.1067			JUL 19 2012	2012										665							WOS:000306549100001		
J	Yu, X. Z.; Kanazawa, N.; Onose, Y.; Kimoto, K.; Zhang, W. Z.; Ishiwata, S.; Matsui, Y.; Tokura, Y.								Near room-temperature formation of a skyrmion crystal in thin-films of the helimagnet FeGe								NATURE MATERIALS				10	2			106	109		10.1038/nmat2916			FEB 2011	2011										659							WOS:000286512200015		
J	Drummond, N. D.; Zolyomi, V.; Fal'ko, V. I.								Electrically tunable band gap in silicene								PHYSICAL REVIEW B				85	7					075423	10.1103/PhysRevB.85.075423			FEB 22 2012	2012										654							WOS:000300566500006		
J	Zhu, Feng-feng; Chen, Wei-jiong; Xu, Yong; Gao, Chun-lei; Guan, Dan-dan; Liu, Can-hua; Qian, Dong; Zhang, Shou-Cheng; Jia, Jin-feng								Epitaxial growth of two-dimensional stanene								NATURE MATERIALS				14	10			1020	+		10.1038/NMAT4384			OCT 2015	2015										645							WOS:000361771800022		
J	Curtarolo, Stefano; Hart, Gus L. W.; Nardelli, Marco Buongiorno; Mingo, Natalio; Sanvito, Stefano; Levy, Ohad								The high-throughput highway to computational materials design								NATURE MATERIALS				12	3			191	201		10.1038/NMAT3568			MAR 2013	2013										638							WOS:000315707200015		
J	Khanikaev, Alexander B.; Mousavi, S. Hossein; Tse, Wang-Kong; Kargarian, Mehdi; MacDonald, Allan H.; Shvets, Gennady								Photonic topological insulators								NATURE MATERIALS				12	3			233	239		10.1038/NMAT3520			MAR 2013	2013										638							WOS:000315707200022		
J	Pesin, Dmytro; Balents, Leon								Mott physics and band topology in materials with strong spin-orbit interaction								NATURE PHYSICS				6	5			376	381		10.1038/NPHYS1606			MAY 2010	2010										627							WOS:000278335500019		
J	Xu, Yong; Yan, Binghai; Zhang, Hai-Jun; Wang, Jing; Xu, Gang; Tang, Peizhe; Duan, Wenhui; Zhang, Shou-Cheng								Large-Gap Quantum Spin Hall Insulators in Tin Films								PHYSICAL REVIEW LETTERS				111	13					136804	10.1103/PhysRevLett.111.136804			SEP 24 2013	2013										625							WOS:000324762300018		
J	Hsieh, Timothy H.; Lin, Hsin; Liu, Junwei; Duan, Wenhui; Bansil, Arun; Fu, Liang								Topological crystalline insulators in the SnTe material class								NATURE COMMUNICATIONS				3						982	10.1038/ncomms1969			JUL 2012	2012										611							WOS:000306995000054		
J	Li, Nianbei; Ren, Jie; Wang, Lei; Zhang, Gang; Haenggi, Peter; Li, Baowen								Colloquium: Phononics: Manipulating heat flow with electronic analogs and beyond								REVIEWS OF MODERN PHYSICS				84	3			1045	1066		10.1103/RevModPhys.84.1045			JUL 17 2012	2012										609							WOS:000306467400002		
J	Wang, Pengjun; Yu, Zeng-Qiang; Fu, Zhengkun; Miao, Jiao; Huang, Lianghui; Chai, Shijie; Zhai, Hui; Zhang, Jing								Spin-Orbit Coupled Degenerate Fermi Gases								PHYSICAL REVIEW LETTERS				109	9					095301	10.1103/PhysRevLett.109.095301			AUG 27 2012	2012										608							WOS:000308015500009		
J	Ezawa, Motohiko								Valley-Polarized Metals and Quantum Anomalous Hall Effect in Silicene								PHYSICAL REVIEW LETTERS				109	5					055502	10.1103/PhysRevLett.109.055502			AUG 1 2012	2012										608							WOS:000306995700014		
J	Cheuk, Lawrence W.; Sommer, Ariel T.; Hadzibabic, Zoran; Yefsah, Tarik; Bakr, Waseem S.; Zwierlein, Martin W.								Spin-Injection Spectroscopy of a Spin-Orbit Coupled Fermi Gas								PHYSICAL REVIEW LETTERS				109	9					095302	10.1103/PhysRevLett.109.095302			AUG 27 2012	2012										603							WOS:000308015500010		
J	Zubko, Pavlo; Gariglio, Stefano; Gabay, Marc; Ghosez, Philippe; Triscone, Jean-Marc								Interface Physics in Complex Oxide Heterostructures								Annual Review of Condensed Matter Physics				2				141	165		10.1146/annurev-conmatphys-062910-140445			2011	2011										588							WOS:000288917400008		
J	Qian, Xiaofeng; Liu, Junwei; Fu, Liang; Li, Ju								Quantum spin Hall effect in two-dimensional transition metal dichalcogenides								SCIENCE				346	6215			1344	1347		10.1126/science.1256815			DEC 12 2014	2014										575							WOS:000346189600045		
J	Qi, Xiao-Liang; Li, Rundong; Zang, Jiadong; Zhang, Shou-Cheng								Inducing a Magnetic Monopole with Topological Surface States								SCIENCE				323	5918			1184	1187		10.1126/science.1167747			FEB 27 2009	2009										572							WOS:000263687600030		
J	Zhang, Yi; Chang, Tay-Rong; Zhou, Bo; Cui, Yong-Tao; Yan, Hao; Liu, Zhongkai; Schmitt, Felix; Lee, James; Moore, Rob; Chen, Yulin; Lin, Hsin; Jeng, Horng-Tay; Mo, Sung-Kwan; Hussain, Zahid; Bansil, Arun; Shen, Zhi-Xun								Direct observation of the transition from indirect to direct bandgap in atomically thin epitaxial MoSe2								NATURE NANOTECHNOLOGY				9	2			111	115		10.1038/NNANO.2013.277			FEB 2014	2014										571							WOS:000331069200012		
J	Hor, Y. S.; Williams, A. J.; Checkelsky, J. G.; Roushan, P.; Seo, J.; Xu, Q.; Zandbergen, H. W.; Yazdani, A.; Ong, N. P.; Cava, R. J.								Superconductivity in CuxBi2Se3 and its Implications for Pairing in the Undoped Topological Insulator								PHYSICAL REVIEW LETTERS				104	5					057001	10.1103/PhysRevLett.104.057001			FEB 5 2010	2010										568							WOS:000274336800037		
J	Borisenko, Sergey; Gibson, Quinn; Evtushinsky, Danil; Zabolotnyy, Volodymyr; Buechner, Bernd; Cava, Robert J.								Experimental Realization of a Three-Dimensional Dirac Semimetal								PHYSICAL REVIEW LETTERS				113	2					027603	10.1103/PhysRevLett.113.027603			JUL 8 2014	2014										566							WOS:000339118300014		
J	Qu, Dong-Xia; Hor, Y. S.; Xiong, Jun; Cava, R. J.; Ong, N. P.								Quantum Oscillations and Hall Anomaly of Surface States in the Topological Insulator Bi2Te3								SCIENCE				329	5993			821	824		10.1126/science.1189792			AUG 13 2010	2010										563							WOS:000280809900045		
J	Pesin, Dmytro; MacDonald, Allan H.								Spintronics and pseudospintronics in graphene and topological insulators								NATURE MATERIALS				11	5			409	416		10.1038/NMAT3305			MAY 2012	2012										534							WOS:000303108500017		
J	Knez, Ivan; Du, Rui-Rui; Sullivan, Gerard								Evidence for Helical Edge Modes in Inverted InAs/GaSb Quantum Wells								PHYSICAL REVIEW LETTERS				107	13					136603	10.1103/PhysRevLett.107.136603			SEP 19 2011	2011										534							WOS:000295005200023		
J	Ament, Luuk J. P.; van Veenendaal, Michel; Devereaux, Thomas P.; Hill, John P.; van den Brink, Jeroen								Resonant inelastic x-ray scattering studies of elementary excitations								REVIEWS OF MODERN PHYSICS				83	2						10.1103/RevModPhys.83.705			JUN 24 2011	2011										534							WOS:000292042300001		
J	Tarruell, Leticia; Greif, Daniel; Uehlinger, Thomas; Jotzu, Gregor; Esslinger, Tilman								Creating, moving and merging Dirac points with a Fermi gas in a tunable honeycomb lattice								NATURE				483	7389			302	+		10.1038/nature10871			MAR 15 2012	2012										530							WOS:000301481800042		
J	Peng, Hailin; Lai, Keji; Kong, Desheng; Meister, Stefan; Chen, Yulin; Qi, Xiao-Liang; Zhang, Shou-Cheng; Shen, Zhi-Xun; Cui, Yi								Aharonov-Bohm interference in topological insulator nanoribbons								NATURE MATERIALS				9	3			225	229		10.1038/NMAT2609			MAR 2010	2010										529							WOS:000274700900017		
J	Son, D. T.; Spivak, B. Z.								Chiral anomaly and classical negative magnetoresistance of Weyl metals								PHYSICAL REVIEW B				88	10					104412	10.1103/PhysRevB.88.104412			SEP 13 2013	2013										510							WOS:000324303900003		
J	Law, K. T.; Lee, Patrick A.; Ng, T. K.								Majorana Fermion Induced Resonant Andreev Reflection								PHYSICAL REVIEW LETTERS				103	23					237001	10.1103/PhysRevLett.103.237001			DEC 4 2009	2009										503							WOS:000272460200035		
J	Bliokh, K. Y.; Rodriguez-Fortuno, F. J.; Nori, F.; Zayats, A. V.								Spin-orbit interactions of light								NATURE PHOTONICS				9	12			796	808		10.1038/nphoton.2015.201			DEC 2015	2015										500							WOS:000366150100011		
J	Chadov, Stanislav; Qi, Xiaoliang; Kuebler, Juergen; Fecher, Gerhard H.; Felser, Claudia; Zhang, Shou Cheng								Tunable multifunctional topological insulators in ternary Heusler compounds								NATURE MATERIALS				9	7			541	545		10.1038/NMAT2770			JUL 2010	2010										498							WOS:000279014300013		
J	Zhang, Tong; Cheng, Peng; Chen, Xi; Jia, Jin-Feng; Ma, Xucun; He, Ke; Wang, Lili; Zhang, Haijun; Dai, Xi; Fang, Zhong; Xie, Xincheng; Xue, Qi-Kun								Experimental Demonstration of Topological Surface States Protected by Time-Reversal Symmetry								PHYSICAL REVIEW LETTERS				103	26					266803	10.1103/PhysRevLett.103.266803			DEC 31 2009	2009										496							WOS:000273232200035		
J	Vozmediano, M. A. H.; Katsnelson, M. I.; Guinea, F.								Gauge fields in graphene								PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS				496	4-5			109	148		10.1016/j.physrep.2010.07.003			NOV 2010	2010										491							WOS:000284720400001		
J	Xu, Su-Yang; Alidoust, Nasser; Belopolski, Ilya; Yuan, Zhujun; Bian, Guang; Chang, Tay-Rong; Zheng, Hao; Strocov, Vladimir N.; Sanchez, Daniel S.; Chang, Guoqing; Zhang, Chenglong; Mou, Daixiang; Wu, Yun; Huang, Lunan; Lee, Chi-Cheng; Huang, Shin-Ming; Wang, BaoKai; Bansil, Arun; Jeng, Horng-Tay; Neupert, Titus; Kaminski, Adam; Lin, Hsin; Jia, Shuang; Hasan, M. Zahid								Discovery of a Weyl fermion state with Fermi arcs in niobium arsenide								NATURE PHYSICS				11	9			748	+		10.1038/NPHYS3437			SEP 2015	2015										490							WOS:000360709200019		
J	Witczak-Krempa, William; Chen, Gang; Kim, Yong Baek; Balents, Leon								Correlated Quantum Phenomena in the Strong Spin-Orbit Regime								Annual Review of Condensed Matter Physics				5				57	82		10.1146/annurev-conmatphys-020911-125138			2014	2014										485							WOS:000337270800004		
