J	Han, Tae-Hee; Lee, Youngbin; Choi, Mi-Ri; Woo, Seong-Hoon; Bae, Sang-Hoon; Hong, Byung Hee; Ahn, Jong-Hyun; Lee, Tae-Woo								Extremely efficient flexible organic light-emitting diodes with modified graphene anode								NATURE PHOTONICS				6	2			105	110		10.1038/NPHOTON.2011.318			FEB 2012	2012										886							WOS:000300403900018		
J	Huang, Yi; Liang, Jiajie; Chen, Yongsheng								An Overview of the Applications of Graphene-Based Materials in Supercapacitors								SMALL				8	12			1805	1834		10.1002/smll.201102635			JUN 25 2012	2012										849							WOS:000305397700001		
J	Avouris, Phaedon								Graphene: Electronic and Photonic Properties and Devices								NANO LETTERS				10	11			4285	4294		10.1021/nl102824h			NOV 2010	2010										836							WOS:000283907600001		
J	Mak, Kin Fai; Shan, Jie								Photonics and optoelectronics of 2D semiconductor transition metal dichalcogenides								NATURE PHOTONICS				10	4			216	226		10.1038/NPHOTON.2015.282			APR 2016	2016										773							WOS:000372978900009		
J	Thongrattanasiri, Sukosin; Koppens, Frank H. L.; Javier Garcia de Abajo, F.								Complete Optical Absorption in Periodically Patterned Graphene								PHYSICAL REVIEW LETTERS				108	4					047401	10.1103/PhysRevLett.108.047401			JAN 27 2012	2012										722							WOS:000299829400006		
J	Akinwande, Deji; Petrone, Nicholas; Hone, James								Two-dimensional flexible nanoelectronics								NATURE COMMUNICATIONS				5						5678	10.1038/ncomms6678			DEC 2014	2014										682							WOS:000347228400001		
J	Zhang, Nan; Zhang, Yanhui; Xu, Yi-Jun								Recent progress on graphene-based photocatalysts: current status and future perspectives								NANOSCALE				4	19			5792	5813		10.1039/c2nr31480k			2012	2012										680							WOS:000308705900002		
J	Wang, Jacob Tse-Wei; Ball, James M.; Barea, Eva M.; Abate, Antonio; Alexander-Webber, Jack A.; Huang, Jian; Saliba, Michael; Mora-Sero, Ivan; Bisquert, Juan; Snaith, Henry J.; Nicholas, Robin J.								Low-Temperature Processed Electron Collection Layers of Graphene/TiO2 Nanocomposites in Thin Film Perovskite Solar Cells								NANO LETTERS				14	2			724	730		10.1021/nl403997a			FEB 2014	2014										668							WOS:000331343900050		
J	Grelu, Philippe; Akhmediev, Nail								Dissipative solitons for mode-locked lasers								NATURE PHOTONICS				6	2			84	92		10.1038/NPHOTON.2011.345			FEB 2012	2012										649							WOS:000300403900014		
J	Jariwala, Deep; Sangwan, Vinod K.; Lauhon, Lincoln J.; Marks, Tobin J.; Hersam, Mark C.								Carbon nanomaterials for electronics, optoelectronics, photovoltaics, and sensing								CHEMICAL SOCIETY REVIEWS				42	7			2824	2860		10.1039/c2cs35335k			2013	2013										628							WOS:000316869500017		
J	Bao, Qiaoliang; Zhang, Han; Wang, Bing; Ni, Zhenhua; Lim, Candy Haley Yi Xuan; Wang, Yu; Tang, Ding Yuan; Loh, Kian Ping								Broadband graphene polarizer								NATURE PHOTONICS				5	7			411	415		10.1038/NPHOTON.2011.102			JUL 2011	2011										618							WOS:000292240600015		
J	Hendry, E.; Hale, P. J.; Moger, J.; Savchenko, A. K.; Mikhailov, S. A.								Coherent Nonlinear Optical Response of Graphene								PHYSICAL REVIEW LETTERS				105	9					097401	10.1103/PhysRevLett.105.097401			AUG 26 2010	2010										606							WOS:000281272700011		
J	Machado, Bruno F.; Serp, Philippe								Graphene-based materials for catalysis								CATALYSIS SCIENCE & TECHNOLOGY				2	1			54	75		10.1039/c1cy00361e			2012	2012										596							WOS:000299011200005		
J	Zhang, H.; Lu, S. B.; Zheng, J.; Du, J.; Wen, S. C.; Tang, D. Y.; Loh, K. P.								Molybdenum disulfide (MoS2) as a broadband saturable absorber for ultra-fast photonics								OPTICS EXPRESS				22	6			7249	7260		10.1364/OE.22.007249			MAR 24 2014	2014										595							WOS:000333579300104		
J	Zhang, Yi; Zhang, Luyao; Zhou, Chongwu								Review of Chemical Vapor Deposition of Graphene and Related Applications								ACCOUNTS OF CHEMICAL RESEARCH				46	10			2329	2339		10.1021/ar300203n			OCT 15 2013	2013										588							WOS:000326123300015		
J	Krishnamoorthy, Karthikeyan; Veerapandian, Murugan; Yun, Kyusik; Kim, S. -J.								The Chemical and structural analysis of graphene oxide with different degrees of oxidation								CARBON				53				38	49		10.1016/j.carbon.2012.10.013			MAR 2013	2013										588							WOS:000313922200006		
J	Rafiee, Javad; Mi, Xi; Gullapalli, Hemtej; Thomas, Abhay V.; Yavari, Fazel; Shi, Yunfeng; Ajayan, Pulickel M.; Koratkar, Nikhil A.								Wetting transparency of graphene								NATURE MATERIALS				11	3			217	222		10.1038/NMAT3228			MAR 2012	2012										579							WOS:000300625500021		
J	Yu, Woo Jong; Liu, Yuan; Zhou, Hailong; Yin, Anxiang; Li, Zheng; Huang, Yu; Duan, Xiangfeng								Highly efficient gate-tunable photocurrent generation in vertical heterostructures of layered materials								NATURE NANOTECHNOLOGY				8	12			952	958		10.1038/NNANO.2013.219			DEC 2013	2013										574							WOS:000327943400025		
J	Sundaram, R. S.; Engel, M.; Lombardo, A.; Krupke, R.; Ferrari, A. C.; Avouris, Ph.; Steiner, M.								Electroluminescence in Single Layer MoS2								NANO LETTERS				13	4			1416	1421		10.1021/nl400516a			APR 2013	2013										572							WOS:000317549300009		
J	Echtermeyer, T. J.; Britnell, L.; Jasnos, P. K.; Lombardo, A.; Gorbachev, R. V.; Grigorenko, A. N.; Geim, A. K.; Ferrari, A. C.; Novoselov, K. S.								Strong plasmonic enhancement of photovoltage in graphene								NATURE COMMUNICATIONS				2						458	10.1038/ncomms1464			AUG 2011	2011										568							WOS:000294806500051		
J	Garcia de Abajo, F. Javier								Graphene Plasmonics: Challenges and Opportunities								ACS PHOTONICS				1	3			135	152		10.1021/ph400147y			MAR 2014	2014										561							WOS:000335802900001		
J	Sensale-Rodriguez, Berardi; Yan, Rusen; Kelly, Michelle M.; Fang, Tian; Tahy, Kristof; Hwang, Wan Sik; Jena, Debdeep; Liu, Lei; Xing, Huili Grace								Broadband graphene terahertz modulators enabled by intraband transitions								NATURE COMMUNICATIONS				3						780	10.1038/ncomms1787			APR 2012	2012										544							WOS:000303455200017		
J	Vicarelli, L.; Vitiello, M. S.; Coquillat, D.; Lombardo, A.; Ferrari, A. C.; Knap, W.; Polini, M.; Pellegrini, V.; Tredicucci, A.								Graphene field-effect transistors as room-temperature terahertz detectors								NATURE MATERIALS				11	10			865	871		10.1038/NMAT3417			OCT 2012	2012										528							WOS:000309507400020		
J	Wu, Hui; Kong, Desheng; Ruan, Zhichao; Hsu, Po-Chun; Wang, Shuang; Yu, Zongfu; Carney, Thomas J.; Hu, Liangbing; Fan, Shanhui; Cui, Yi								A transparent electrode based on a metal nanotrough network								NATURE NANOTECHNOLOGY				8	6			421	425		10.1038/NNANO.2013.84			JUN 2013	2013										516							WOS:000319979400013		
J	Gan, Xuetao; Shiue, Ren-Jye; Gao, Yuanda; Meric, Inanc; Heinz, Tony F.; Shepard, Kenneth; Hone, James; Assefa, Solomon; Englund, Dirk								Chip-integrated ultrafast graphene photodetector with high responsivity								NATURE PHOTONICS				7	11			883	887		10.1038/nphoton.2013.253			NOV 2013	2013										508							WOS:000326394600013		
J	Coleman, Jonathan N.								Liquid Exfoliation of Defect-Free Graphene								ACCOUNTS OF CHEMICAL RESEARCH				46	1			14	22		10.1021/ar300009f			JAN 15 2013	2013										501							WOS:000313667600003		
J	Goenka, Sumit; Sant, Vinayak; Sant, Shilpa								Graphene-based nanomaterials for drug delivery and tissue engineering								JOURNAL OF CONTROLLED RELEASE				173				75	88		10.1016/j.jconrel.2013.10.017			JAN 10 2014	2014										496							WOS:000329157100010		
J	Cheng, Rui; Li, Dehui; Zhou, Hailong; Wang, Chen; Yin, Anxiang; Jiang, Shan; Liu, Yuan; Chen, Yu; Huang, Yu; Duan, Xiangfeng								Electroluminescence and Photocurrent Generation from Atomically Sharp WSe2/MoS2 Heterojunction p-n Diodes								NANO LETTERS				14	10			5590	5597		10.1021/nl502075n			OCT 2014	2014										494							WOS:000343016400017		
J	Kovalenko, Maksym V.; Manna, Liberato; Cabot, Andreu; Hens, Zeger; Talapin, Dmitri V.; Kagan, Cherie R.; Klimov, Victor I.; Rogach, Andrey L.; Reiss, Peter; Milliron, Delia J.; Guyot-Sionnnest, Philippe; Konstantatos, Gerasimos; Parak, Wolfgang J.; Hyeon, Taeghwan; Korgel, Brian A.; Murray, Christopher B.; Heiss, Wolfgang								Prospects of Nanoscience with Nanocrystals								ACS NANO				9	2			1012	1057		10.1021/nn506223h			FEB 2015	2015										491							WOS:000349940500003		
J	Wang, Kangpeng; Wang, Jun; Fan, Jintai; Lotya, Mustafa; O'Neill, Arlene; Fox, Daniel; Feng, Yanyan; Zhang, Xiaoyan; Jiang, Benxue; Zhao, Quanzhong; Zhang, Hongzhou; Coleman, Jonathan N.; Zhang, Long; Blau, Werner Josef								Ultrafast Saturable Absorption of Two-Dimensional MoS2 Nanosheets								ACS NANO				7	10			9260	9267		10.1021/nn403886t			OCT 2013	2013										491							WOS:000326209100100		
J	Christensen, Johan; Manjavacas, Alejandro; Thongrattanasiri, Sukosin; Koppens, Frank H. L.; Javier Garcia de Abajo, F.								Graphene Plasmon Waveguiding and Hybridization in Individual and Paired Nanoribbons								ACS NANO				6	1			431	440		10.1021/nn2037626			JAN 2012	2012										485							WOS:000299368300053		
J	Pang, Shuping; Hernandez, Yenny; Feng, Xinliang; Muellen, Klaus								Graphene as Transparent Electrode Material for Organic Electronics								ADVANCED MATERIALS				23	25			2779	2795		10.1002/adma.201100304			JUL 5 2011	2011										476							WOS:000293379700002		
J	Weiss, Nathan O.; Zhou, Hailong; Liao, Lei; Liu, Yuan; Jiang, Shan; Huang, Yu; Duan, Xiangfeng								Graphene: An Emerging Electronic Material								ADVANCED MATERIALS				24	43			5782	5825		10.1002/adma.201201482			NOV 14 2012	2012										471							WOS:000310876700001		
J	Ciesielski, Artur; Samori, Paolo								Graphene via sonication assisted liquid-phase exfoliation								CHEMICAL SOCIETY REVIEWS				43	1			381	398		10.1039/c3cs60217f			2014	2014										465							WOS:000329070600020		
J	Li, Xiaoming; Rui, Muchen; Song, Jizhong; Shen, Zihan; Zeng, Haibo								Carbon and Graphene Quantum Dots for Optoelectronic and Energy Devices: A Review								ADVANCED FUNCTIONAL MATERIALS				25	31			4929	4947		10.1002/adfm.201501250			AUG 19 2015	2015										464							WOS:000359870900001		
J	Furchi, Marco; Urich, Alexander; Pospischil, Andreas; Lilley, Govinda; Unterrainer, Karl; Detz, Hermann; Klang, Pavel; Andrews, Aaron Maxwell; Schrenk, Werner; Strasser, Gottfried; Mueller, Thomas								Microcavity-Integrated Graphene Photodetector								NANO LETTERS				12	6			2773	2777		10.1021/nl204512x			JUN 2012	2012										461							WOS:000305106400021		
J	Yoon, Duhee; Son, Young-Woo; Cheong, Hyeonsik								Negative Thermal Expansion Coefficient of Graphene Measured by Raman Spectroscopy								NANO LETTERS				11	8			3227	3231		10.1021/nl201488g			AUG 2011	2011										446							WOS:000293665600029		
J	Lee, Seung Hoon; Choi, Muhan; Kim, Teun-Teun; Lee, Seungwoo; Liu, Ming; Yin, Xiaobo; Choi, Hong Kyw; Lee, Seung S.; Choi, Choon-Gi; Choi, Sung-Yool; Zhang, Xiang; Min, Bumki								Switching terahertz waves with gate-controlled active graphene metamaterials								NATURE MATERIALS				11	11			936	941		10.1038/NMAT3433			NOV 2012	2012										440							WOS:000310434600016		
J	Chen, Yu; Jiang, Guobao; Chen, Shuqing; Guo, Zhinan; Yu, Xuefeng; Zhao, Chujun; Zhang, Han; Bao, Qiaoliang; Wen, Shuangchun; Tang, Dingyuan; Fan, Dianyuan								Mechanically exfoliated black phosphorus as a new saturable absorber for both Q-switching and mode-locking laser operation								OPTICS EXPRESS				23	10			12823	12833		10.1364/OE.23.012823			MAY 18 2015	2015										439							WOS:000354706800034		
J	Xu, Zhen; Gao, Chao								In situ Polymerization Approach to Graphene-Reinforced Nylon-6 Composites								MACROMOLECULES				43	16			6716	6723		10.1021/ma1009337			AUG 24 2010	2010										436							WOS:000280855000026		
J	Liu, Ming; Yin, Xiaobo; Zhang, Xiang								Double-Layer Graphene Optical Modulator								NANO LETTERS				12	3			1482	1485		10.1021/nl204202k			MAR 2012	2012										427							WOS:000301406800062		
J	Lee, Hyunjae; Choi, Tae Kyu; Lee, Young Bum; Cho, Hye Rim; Ghaffari, Roozbeh; Wang, Liu; Choi, Hyung Jin; Chung, Taek Dong; Lu, Nanshu; Hyeon, Taeghwan; Choi, Seung Hong; Kim, Dae-Hyeong								A graphene-based electrochemical device with thermoresponsive microneedles for diabetes monitoring and therapy								NATURE NANOTECHNOLOGY				11	6			566	+		10.1038/NNANO.2016.38			JUN 2016	2016										421							WOS:000377476800017		
J	Wang, Shuxian; Yu, Haohai; Zhang, Huaijin; Wang, Aizhu; Zhao, Mingwen; Chen, Yanxue; Mei, Liangmo; Wang, Jiyang								Broadband Few-Layer MoS2 Saturable Absorbers								ADVANCED MATERIALS				26	21			3538	3544		10.1002/adma.201306322			JUN 4 2014	2014										421							WOS:000337696900025		
J	Liu, Yuan; Cheng, Rui; Liao, Lei; Zhou, Hailong; Bai, Jingwei; Liu, Gang; Liu, Lixin; Huang, Yu; Duan, Xiangfeng								Plasmon resonance enhanced multicolour photodetection by graphene								NATURE COMMUNICATIONS				2						579	10.1038/ncomms1589			DEC 2011	2011										421							WOS:000299159900011		
J	Li, Qin; Li, Xin; Wageh, S.; Al-Ghamdi, Ahmed A.; Yu, Jiaguo								CdS/Graphene Nanocomposite Photocatalysts								ADVANCED ENERGY MATERIALS				5	14					1500010	10.1002/aenm.201500010			JUL 22 2015	2015										416							WOS:000358369700001		
J	Gokus, T.; Nair, R. R.; Bonetti, A.; Boehmler, M.; Lombardo, A.; Novoselov, K. S.; Geim, A. K.; Ferrari, A. C.; Hartschuh, A.								Making Graphene Luminescent by Oxygen Plasma Treatment								ACS NANO				3	12			3963	3968		10.1021/nn9012753			DEC 2009	2009										415							WOS:000272846000028		
J	Kim, Kinam; Choi, Jae-Young; Kim, Taek; Cho, Seong-Ho; Chung, Hyun-Jong								A role for graphene in silicon-based semiconductor devices								NATURE				479	7373			338	344		10.1038/nature10680			NOV 17 2011	2011										413							WOS:000297059700034		
J	Fang, Zheyu; Liu, Zheng; Wang, Yumin; Ajayan, Pulickel M.; Nordlander, Peter; Halas, Naomi J.								Graphene-Antenna Sandwich Photodetector								NANO LETTERS				12	7			3808	3813		10.1021/nl301774e			JUL 2012	2012										404							WOS:000306296200076		
J	Liu, Yuan; Weiss, Nathan O.; Duan, Xidong; Cheng, Hung-Chieh; Huang, Yu; Duan, Xiangfeng								Van der Waals heterostructures and devices								NATURE REVIEWS MATERIALS				1	9					UNSP 16042	10.1038/natrevmats.2016.42			SEP 2016	2016										402							WOS:000386258100002		
J	Hanlon, Damien; Backes, Claudia; Doherty, Evie; Cucinotta, Clotilde S.; Berner, Nina C.; Boland, Conor; Lee, Kangho; Harvey, Andrew; Lynch, Peter; Gholamvand, Zahra; Zhang, Saifeng; Wang, Kangpeng; Moynihan, Glenn; Pokle, Anuj; Ramasse, Quentin M.; McEvoy, Niall; Blau, Werner J.; Wang, Jun; Abellan, Gonzalo; Hauke, Frank; Hirsch, Andreas; Sanvito, Stefano; O'Regan, David D.; Duesberg, Georg S.; Nicolosi, Valeria; Coleman, Jonathan N.								Liquid exfoliation of solvent-stabilized few-layer black phosphorus for applications beyond electronics								NATURE COMMUNICATIONS				6						8563	10.1038/ncomms9563			OCT 2015	2015										399							WOS:000364932600010		
J	Zhang, Xin; Qiao, Xiao-Fen; Shi, Wei; Wu, Jiang-Bin; Jiang, De-Sheng; Tan, Ping-Heng								Phonon and Raman scattering of two-dimensional transition metal dichalcogenides from monolayer, multilayer to bulk material								CHEMICAL SOCIETY REVIEWS				44	9			2757	2785		10.1039/c4cs00282b			2015	2015										395							WOS:000353658000013		
J	Xie, Guancai; Zhang, Kai; Guo, Beidou; Liu, Qian; Fang, Liang; Gong, Jian Ru								Graphene-Based Materials for Hydrogen Generation from Light-Driven Water Splitting								ADVANCED MATERIALS				25	28			3820	3839		10.1002/adma.201301207			JUL 26 2013	2013										395							WOS:000327749400005		
J	Avouris, Phaedon; Dimitrakopoulos, Christos								Graphene: synthesis and applications								MATERIALS TODAY				15	3			86	97		10.1016/S1369-7021(12)70044-5			MAR 2012	2012										391							WOS:000302122600015		
J	Choi, Hyun-Jung; Jung, Sun-Min; Seo, Jeong-Min; Chang, Dong Wook; Dai, Liming; Baek, Jong-Beom								Graphene for energy conversion and storage in fuel cells and supercapacitors								NANO ENERGY				1	4			534	551		10.1016/j.nanoen.2012.05.001			JUL 2012	2012										389							WOS:000318050300008		
J	Nathan, Arokia; Ahnood, Arman; Cole, Matthew T.; Lee, Sungsik; Suzuki, Yuji; Hiralal, Pritesh; Bonaccorso, Francesco; Hasan, Tawfique; Garcia-Gancedo, Luis; Dyadyusha, Andriy; Haque, Samiul; Andrew, Piers; Hofmann, Stephan; Moultrie, James; Chu, Daping; Flewitt, Andrew J.; Ferrari, Andrea C.; Kelly, Michael J.; Robertson, John; Amaratunga, Gehan A. J.; Milne, William I.								Flexible Electronics: The Next Ubiquitous Platform								PROCEEDINGS OF THE IEEE				100				1486	1517		10.1109/JPROC.2012.2190168			MAY 2012	2012										387							WOS:000309838000036		
J	Sun, Zhenhua; Liu, Zhike; Li, Jinhua; Tai, Guo-an; Lau, Shu-Ping; Yan, Feng								Infrared Photodetectors Based on CVD-Grown Graphene and PbS Quantum Dots with Ultrahigh Responsivity								ADVANCED MATERIALS				24	43			5878	5883		10.1002/adma.201202220			NOV 14 2012	2012										380							WOS:000310876700011		
J	Zhang, H.; Tang, D. Y.; Zhao, L. M.; Bao, Q. L.; Loh, K. P.								Large energy mode locking of an erbium-doped fiber laser with atomic layer graphene								OPTICS EXPRESS				17	20			17630	17635		10.1364/OE.17.017630			SEP 28 2009	2009										376							WOS:000270295300041		
J	Wang, Yu; Tong, Shi Wun; Xu, Xiang Fan; Oezyilmaz, Barbaros; Loh, Kian Ping								Interface Engineering of Layer-by-Layer Stacked Graphene Anodes for High-Performance Organic Solar Cells								ADVANCED MATERIALS				23	13			1514	1518		10.1002/adma.201003673			APR 5 2011	2011										369							WOS:000289210800002		
J	Zhang, Han; Virally, Stephane; Bao, Qiaoliang; Ping, Loh Kian; Massar, Serge; Godbout, Nicolas; Kockaert, Pascal								Z-scan measurement of the nonlinear refractive index of graphene								OPTICS LETTERS				37	11			1856	1858		10.1364/OL.37.001856			JUN 1 2012	2012										366							WOS:000305085000026		
J	Lu, S. B.; Miao, L. L.; Guo, Z. N.; Qi, X.; Zhao, C. J.; Zhang, H.; Wen, S. C.; Tang, D. Y.; Fan, D. Y.								Broadband nonlinear optical response in multi-layer black phosphorus: an emerging infrared and mid-infrared optical material								OPTICS EXPRESS				23	9			11183	11194		10.1364/OE.23.011183			MAY 4 2015	2015										362							WOS:000354337700031		
J	Bianco, Alberto; Cheng, Hui-Ming; Enoki, Toshiaki; Gogotsi, Yury; Hurt, Robert H.; Koratkar, Nikhil; Kyotani, Takashi; Monthioux, Marc; Park, Chong Rae; Tascon, Juan M. D.; Zhang, Jin								All in the graphene family - A recommended nomenclature for two-dimensional carbon materials								CARBON				65				1	6		10.1016/j.carbon.2013.08.038			DEC 2013	2013										362							WOS:000326773200001		
J	Kamyshny, Alexander; Magdassi, Shlomo								Conductive Nanomaterials for Printed Electronics								SMALL				10	17			3515	3535		10.1002/smll.201303000			SEP 10 2014	2014										355							WOS:000341713500007		
J	van de Groep, Jorik; Spinelli, Pietpaolo; Polman, Albert								Transparent Conducting Silver Nanowire Networks								NANO LETTERS				12	6			3138	3144		10.1021/nl301045a			JUN 2012	2012										355							WOS:000305106400081		
J	Eigler, Siegfried; Hirsch, Andreas								Chemistry with Graphene and Graphene Oxide-Challenges for Synthetic Chemists								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				53	30			7720	7738		10.1002/anie.201402780			JUL 21 2014	2014										349							WOS:000339562400004		
