PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Brabec, T; Krausz, F								Intense few-cycle laser fields: Frontiers of nonlinear optics								REVIEWS OF MODERN PHYSICS				72	2			545	591		10.1103/RevModPhys.72.545			APR 2000	2000										2231							WOS:000087128700005		
J	Shechtman, Yoav; Eldar, Yonina C.; Cohen, Oren; Chapman, Henry N.; Miao, Jianwei; Segev, Mordechai								Phase Retrieval with Application to Optical Imaging								IEEE SIGNAL PROCESSING MAGAZINE				32	3			87	109		10.1109/MSP.2014.2352673			MAY 2015	2015										260							WOS:000352498800009		
J	Weierstall, Uwe; James, Daniel; Wang, Chong; White, Thomas A.; Wang, Dingjie; Liu, Wei; Spence, John C. H.; Doak, R. Bruce; Nelson, Garrett; Fromme, Petra; Fromme, Raimund; Grotjohann, Ingo; Kupitz, Christopher; Zatsepin, Nadia A.; Liu, Haiguang; Basu, Shibom; Wacker, Daniel; Han, Gye Won; Katritch, Vsevolod; Boutet, Sebastien; Messerschmidt, Marc; Williams, Garth J.; Koglin, Jason E.; Seibert, M. Marvin; Klinker, Markus; Gati, Cornelius; Shoeman, Robert L.; Barty, Anton; Chapman, Henry N.; Kirian, Richard A.; Beyerlein, Kenneth R.; Stevens, Raymond C.; Li, Dianfan; Shah, Syed T. A.; Howe, Nicole; Caffrey, Martin; Cherezov, Vadim								Lipidic cubic phase injector facilitates membrane protein serial femtosecond crystallography								NATURE COMMUNICATIONS				5						3309	10.1038/ncomms4309			FEB 2014	2014										257							WOS:000332668300002		
J	Vinko, S. M.; Ciricosta, O.; Cho, B. I.; Engelhorn, K.; Chung, H-K; Brown, C. R. D.; Burian, T.; Chalupsky, J.; Falcone, R. W.; Graves, C.; Hajkova, V.; Higginbotham, A.; Juha, L.; Krzywinski, J.; Lee, H. J.; Messerschmidt, M.; Murphy, C. D.; Ping, Y.; Scherz, A.; Schlotter, W.; Toleikis, S.; Turner, J. J.; Vysin, L.; Wang, T.; Wu, B.; Zastrau, U.; Zhu, D.; Lee, R. W.; Heimann, P. A.; Nagler, B.; Wark, J. S.								Creation and diagnosis of a solid-density plasma with an X-ray free-electron laser								NATURE				482	7383			59	U75		10.1038/nature10746			FEB 2 2012	2012										254							WOS:000299726000034		
J	Chang, TM; Dang, LX								Recent advances in molecular simulations of ion solvation at liquid interfaces								CHEMICAL REVIEWS				106	4			1305	1322		10.1021/cr0403640			APR 2006	2006										254							WOS:000236990300009		
J	Zhang, Fei; Nangreave, Jeanette; Liu, Yan; Yan, Hao								Structural DNA Nanotechnology: State of the Art and Future Perspective								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				136	32			11198	11211		10.1021/ja505101a			AUG 13 2014	2014										250							WOS:000340442700001		
J	Liu, Wei; Wacker, Daniel; Gati, Cornelius; Han, Gye Won; James, Daniel; Wang, Dingjie; Nelson, Garrett; Weierstall, Uwe; Katritch, Vsevolod; Barty, Anton; Zatsepin, Nadia A.; Li, Dianfan; Messerschmidt, Marc; Boutet, Sebastien; Williams, Garth J.; Koglin, Jason E.; Seibert, M. Marvin; Wang, Chong; Shah, Syed T. A.; Basu, Shibom; Fromme, Raimund; Kupitz, Christopher; Rendek, Kimberley N.; Grotjohann, Ingo; Fromme, Petra; Kirian, Richard A.; Beyerlein, Kenneth R.; White, Thomas A.; Chapman, Henry N.; Caffrey, Martin; Spence, John C. H.; Stevens, Raymond C.; Cherezov, Vadim								Serial Femtosecond Crystallography of G Protein-Coupled Receptors								SCIENCE				342	6165			1521	1524		10.1126/science.1244142			DEC 20 2013	2013										246							WOS:000328644300062		
J	Kern, Jan; Alonso-Mori, Roberto; Tran, Rosalie; Hattne, Johan; Gildea, Richard J.; Echols, Nathaniel; Gloeckner, Carina; Hellmich, Julia; Laksmono, Hartawan; Sierra, Raymond G.; Lassalle-Kaiser, Benedikt; Koroidov, Sergey; Lampe, Alyssa; Han, Guangye; Gul, Sheraz; DiFiore, Doerte; Milathianaki, Despina; Fry, Alan R.; Miahnahri, Alan; Schafer, Donald W.; Messerschmidt, Marc; Seibert, M. Marvin; Koglin, Jason E.; Sokaras, Dimosthenis; Weng, Tsu-Chien; Sellberg, Jonas; Latimer, Matthew J.; Grosse-Kunstleve, Ralf W.; Zwart, Petrus H.; White, William E.; Glatzel, Pieter; Adams, Paul D.; Bogan, Michael J.; Williams, Garth J.; Boutet, Sebastien; Messinger, Johannes; Zouni, Athina; Sauter, Nicholas K.; Yachandra, Vittal K.; Bergmann, Uwe; Yano, Junko								Simultaneous Femtosecond X-ray Spectroscopy and Diffraction of Photosystem II at Room Temperature								SCIENCE				340	6131			491	495		10.1126/science.1234273			APR 26 2013	2013										243							WOS:000318016700046		
J	Miao, Jianwei; Ishikawa, Tetsuya; Robinson, Ian K.; Murnane, Margaret M.								Beyond crystallography: Diffractive imaging using coherent x-ray light sources								SCIENCE				348	6234			530	535		10.1126/science.aaa1394			MAY 1 2015	2015										241							WOS:000353778100031		
J	Tanner, G; Richter, K; Rost, JM								The theory of two-electron atoms: between ground state and complete fragmentation								REVIEWS OF MODERN PHYSICS				72	2			497	544		10.1103/RevModPhys.72.497			APR 2000	2000										238							WOS:000087128700004		
J	Kupitz, Christopher; Basu, Shibom; Grotjohann, Ingo; Fromme, Raimund; Zatsepin, Nadia A.; Rendek, Kimberly N.; Hunter, Mark S.; Shoeman, Robert L.; White, Thomas A.; Wang, Dingjie; James, Daniel; Yang, Jay-How; Cobb, Danielle E.; Reeder, Brenda; Sierra, Raymond G.; Liu, Haiguang; Barty, Anton; Aquila, Andrew L.; Deponte, Daniel; Kirian, Richard A.; Bari, Sadia; Bergkamp, Jesse J.; Beyerlein, Kenneth R.; Bogan, Michael J.; Caleman, Carl; Chao, Tzu-Chiao; Conrad, Chelsie E.; Davis, Katherine M.; Fleckenstein, Holger; Galli, Lorenzo; Hau-Riege, Stefan P.; Kassemeyer, Stephan; Laksmono, Hartawan; Liang, Mengning; Lomb, Lukas; Marchesini, Stefano; Martin, Andrew V.; Messerschmidt, Marc; Milathianaki, Despina; Nass, Karol; Ros, Alexandra; Roy-Chowdhury, Shatabdi; Schmidt, Kevin; Seibert, Marvin; Steinbrener, Jan; Stellato, Francesco; Yan, Lifen; Yoon, Chunhong; Moore, Thomas A.; Moore, Ana L.; Pushkar, Yulia; Williams, Garth J.; Boutet, Sebastien; Doak, R. Bruce; Weierstall, Uwe; Frank, Matthias; Chapman, Henry N.; Spence, John C. H.; Fromme, Petra								Serial time-resolved crystallography of photosystem II using a femtosecond X-ray laser								NATURE				513	7517			261	+		10.1038/nature13453			SEP 11 2014	2014										235							WOS:000341362800056		
J	Raghuraman, K; Katti, KK; Barbour, LJ; Pillarsetty, N; Barnes, CL; Katti, KV								Characterization of supramolecular (H2O)(18) water morphology and water-methanol (H2O)(15)(CH3OH)(3) clusters in a novel phosphorus functionalized trimeric amino acid host								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				125	23			6955	6961		10.1021/ja034682c			JUN 11 2003	2003										232							WOS:000183359300032		
J	Sharma, AC; Jana, T; Kesavamoorthy, R; Shi, LJ; Virji, MA; Finegold, DN; Asher, SA								A general photonic crystal sensing motif: Creatinine in bodily fluids								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				126	9			2971	2977		10.1021/ja038187s			MAR 10 2004	2004										208							WOS:000220038800061		
J	Bassler, M; Ausmees, A; Jurvansuu, M; Feifel, R; Forsell, JO; Fonseca, PD; Kivimaki, A; Sundin, S; Sorensen, SL; Nyholm, R; Bjorneholm, O; Aksela, S; Svensson, S								Beam line 1411 at MAX II - performance and first results								NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT				469	3			382	393		10.1016/S0168-9002(01)00786-0			AUG 21 2001	2001										208							WOS:000170854900011		
J	Stolterfoht, N; Sulik, B; Hoffmann, V; Skogvall, B; Chesnel, JY; Rangama, J; Fremont, F; Hennecart, D; Cassimi, A; Husson, X; Landers, AL; Tanis, JA; Galassi, ME; Rivarola, RD								Evidence for interference effects in electron emission from H-2 colliding with 60 MeV/u Kr34+ ions								PHYSICAL REVIEW LETTERS				87	2					023201	10.1103/PhysRevLett.87.023201			JUL 9 2001	2001										205							WOS:000169823100014		
J	Nilsson, A.; Pettersson, L. G. M.								Perspective on the structure of liquid water								CHEMICAL PHYSICS				389	1-3			1	34		10.1016/j.chemphys.2011.07.021			NOV 7 2011	2011										201							WOS:000296760800001		
J	Santra, R; Cederbaum, LS								Non-Hermitian electronic theory and applications to clusters								PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS				368	1			1	117	PII S0370-1573(02)00143-6	10.1016/S0370-1573(02)00143-6			SEP 2002	2002										201							WOS:000177920000001		
J	Harmand, M.; Coffee, R.; Bionta, M. R.; Chollet, M.; French, D.; Zhu, D.; Fritz, D. M.; Lemke, H. T.; Medvedev, N.; Ziaja, B.; Toleikis, S.; Cammarata, M.								Achieving few-femtosecond time-sorting at hard X-ray free-electron lasers								NATURE PHOTONICS				7	3			215	218		10.1038/NPHOTON.2013.11			MAR 2013	2013										200							WOS:000316154700015		
J	Allaria, E.; Castronovo, D.; Cinquegrana, P.; Craievich, P.; Dal Forno, M.; Danailov, M. B.; D'Auria, G.; Demidovich, A.; De Ninno, G.; Di Mitri, S.; Diviacco, B.; Fawley, W. M.; Ferianis, M.; Ferrari, E.; Froehlich, L.; Gaio, G.; Gauthier, D.; Giannessi, L.; Ivanov, R.; Mahieu, B.; Mahne, N.; Nikolov, I.; Parmigiani, F.; Penco, G.; Raimondi, L.; Scafuri, C.; Serpico, C.; Sigalotti, P.; Spampinati, S.; Spezzani, C.; Svandrlik, M.; Svetina, C.; Trovo, M.; Veronese, M.; Zangrando, D.; Zangrando, M.								Two-stage seeded soft-X-ray free-electron laser								NATURE PHOTONICS				7	11			913	918		10.1038/NPHOTON.2013.277			NOV 2013	2013										198							WOS:000326394600019		
J	Andersen, T								Atomic negative ions: structure, dynamics and collisions								PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS				394	4-5			157	313		10.1016/j.physrep.2004.01.001			MAY 2004	2004										196							WOS:000220998200001		
J	White, Thomas A.; Kirian, Richard A.; Martin, Andrew V.; Aquila, Andrew; Nass, Karol; Barty, Anton; Chapman, Henry N.								CrystFEL: a software suite for snapshot serial crystallography								JOURNAL OF APPLIED CRYSTALLOGRAPHY				45				335	341		10.1107/S0021889812002312			APR 2012	2012										194							WOS:000302808300024		
J	Zhang, Wenkai; Alonso-Mori, Roberto; Bergmann, Uwe; Bressler, Christian; Chollet, Matthieu; Galler, Andreas; Gawelda, Wojciech; Hadt, Ryan G.; Hartsock, Robert W.; Kroll, Thomas; Kjaer, Kasper S.; Kubicek, Katharina; Lemke, Henrik T.; Liang, Huiyang W.; Meyer, Drew A.; Nielsen, Martin M.; Purser, Carola; Robinson, Joseph S.; Solomon, Edward I.; Sun, Zheng; Sokaras, Dimosthenis; van Driel, Tim B.; Vanko, Gyoergy; Weng, Tsu-Chien; Zhu, Diling; Gaffney, Kelly J.								Tracking excited-state charge and spin dynamics in iron coordination complexes								NATURE				509	7500			345	+		10.1038/nature13252			MAY 15 2014	2014										193							WOS:000336121200035		
