PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Giannozzi, Paolo; Baroni, Stefano; Bonini, Nicola; Calandra, Matteo; Car, Roberto; Cavazzoni, Carlo; Ceresoli, Davide; Chiarotti, Guido L.; Cococcioni, Matteo; Dabo, Ismaila; Dal Corso, Andrea; de Gironcoli, Stefano; Fabris, Stefano; Fratesi, Guido; Gebauer, Ralph; Gerstmann, Uwe; Gougoussis, Christos; Kokalj, Anton; Lazzeri, Michele; Martin-Samos, Layla; Marzari, Nicola; Mauri, Francesco; Mazzarello, Riccardo; Paolini, Stefano; Pasquarello, Alfredo; Paulatto, Lorenzo; Sbraccia, Carlo; Scandolo, Sandro; Sclauzero, Gabriele; Seitsonen, Ari P.; Smogunov, Alexander; Umari, Paolo; Wentzcovitch, Renata M.								QUANTUM ESPRESSO: a modular and open-source software project for quantum simulations of materials								JOURNAL OF PHYSICS-CONDENSED MATTER				21	39					395502	10.1088/0953-8984/21/39/395502			SEP 30 2009	2009										10461							WOS:000269626500008		
J	Ferrari, AC; Robertson, J								Interpretation of Raman spectra of disordered and amorphous carbon								PHYSICAL REVIEW B				61	20			14095	14107		10.1103/PhysRevB.61.14095			MAY 15 2000	2000										8128							WOS:000087284900099		
J	Hammer, B; Hansen, LB; Norskov, JK								Improved adsorption energetics within density-functional theory using revised Perdew-Burke-Ernzerhof functionals								PHYSICAL REVIEW B				59	11			7413	7421		10.1103/PhysRevB.59.7413			MAR 15 1999	1999										3771							WOS:000079507700036		
J	Li, Likai; Yu, Yijun; Ye, Guo Jun; Ge, Qingqin; Ou, Xuedong; Wu, Hua; Feng, Donglai; Chen, Xian Hui; Zhang, Yuanbo								Black phosphorus field-effect transistors								NATURE NANOTECHNOLOGY				9	5			372	377		10.1038/NNANO.2014.35			MAY 2014	2014										3425							WOS:000336235800014		
J	Henkelman, Graeme; Arnaldsson, Andri; Jonsson, Hannes								A fast and robust algorithm for Bader decomposition of charge density								COMPUTATIONAL MATERIALS SCIENCE				36	3			354	360		10.1016/j.commatsci.2005.04.010			JUN 2006	2006										3410							WOS:000237716100012		
J	Chen, Xiaobo; Liu, Lei; Yu, Peter Y.; Mao, Samuel S.								Increasing Solar Absorption for Photocatalysis with Black Hydrogenated Titanium Dioxide Nanocrystals								SCIENCE				331	6018			746	750		10.1126/science.1200448			FEB 11 2011	2011										3266							WOS:000287205700064		
J	Norskov, JK; Rossmeisl, J; Logadottir, A; Lindqvist, L; Kitchin, JR; Bligaard, T; Jonsson, H								Origin of the overpotential for oxygen reduction at a fuel-cell cathode								JOURNAL OF PHYSICAL CHEMISTRY B				108	46			17886	17892		10.1021/jp047349j			NOV 18 2004	2004										2850							WOS:000225079300029		
J	Malard, L. M.; Pimenta, M. A.; Dresselhaus, G.; Dresselhaus, M. S.								Raman spectroscopy in graphene								PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS				473	5-6			51	87		10.1016/j.physrep.2009.02.003			APR 2009	2009										2793							WOS:000266061300001		
J	Dresselhaus, MS; Dresselhaus, G; Saito, R; Jorio, A								Raman spectroscopy of carbon nanotubes								PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS				409	2			47	99		10.1016/j.physrep.2004.10.006			MAR 2005	2005										2782							WOS:000227746400001		
J	Yang, Hua Gui; Sun, Cheng Hua; Qiao, Shi Zhang; Zou, Jin; Liu, Gang; Smith, Sean Campbell; Cheng, Hui Ming; Lu, Gao Qing								Anatase TiO2 single crystals with a large percentage of reactive facets								NATURE				453	7195			638	U4		10.1038/nature06964			MAY 29 2008	2008										2754							WOS:000256185200040		
J	Liu, Han; Neal, Adam T.; Zhu, Zhen; Luo, Zhe; Xu, Xianfan; Tomanek, David; Ye, Peide D.								Phosphorene: An Unexplored 2D Semiconductor with a High Hole Mobility								ACS NANO				8	4			4033	4041		10.1021/nn501226z			APR 2014	2014										2710							WOS:000334990600102		
J	Rao, C. N. R.; Sood, A. K.; Subrahmanyam, K. S.; Govindaraj, A.								Graphene: The New Two-Dimensional Nanomaterial								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				48	42			7752	7777		10.1002/anie.200901678			2009	2009										2673							WOS:000270846600005		
J	Zhao, Yan; Truhlar, Donald G.								A new local density functional for main-group thermochemistry, transition metal bonding, thermochemical kinetics, and noncovalent interactions								JOURNAL OF CHEMICAL PHYSICS				125	19					194101	10.1063/1.2370993			NOV 21 2006	2006										2644							WOS:000242181800003		
J	Coropceanu, Veaceslav; Cornil, Jerome; da Silva Filho, Demetrio A.; Olivier, Yoann; Silbey, Robert; Bredas, Jean-Luc								Charge transport in organic semiconductors								CHEMICAL REVIEWS				107	4			926	952		10.1021/cr050140x			APR 2007	2007										2633							WOS:000245600000002		
J	Wang, ZL								Zinc oxide nanostructures: growth, properties and applications								JOURNAL OF PHYSICS-CONDENSED MATTER				16	25			R829	R858	PII S0953-8984(04)58969-5	10.1088/0953-8984/16/25/R01			JUN 30 2004	2004										2629							WOS:000222952800003		
J	Tang, W.; Sanville, E.; Henkelman, G.								A grid-based Bader analysis algorithm without lattice bias								JOURNAL OF PHYSICS-CONDENSED MATTER				21	8					084204	10.1088/0953-8984/21/8/084204			FEB 25 2009	2009										2617							WOS:000262897400005		
J	Brenner, DW; Shenderova, OA; Harrison, JA; Stuart, SJ; Ni, B; Sinnott, SB								A second-generation reactive empirical bond order (REBO) potential energy expression for hydrocarbons								JOURNAL OF PHYSICS-CONDENSED MATTER				14	4			783	802	PII S0953-8984(02)31186-X	10.1088/0953-8984/14/4/312			FEB 4 2002	2002										2450							WOS:000174135200019		
J	Momma, Koichi; Izumi, Fujio								VESTA: a three-dimensional visualization system for electronic and structural analysis								JOURNAL OF APPLIED CRYSTALLOGRAPHY				41				653	658		10.1107/S0021889808012016			JUN 2008	2008										2397							WOS:000255902400021		
J	Pimenta, M. A.; Dresselhaus, G.; Dresselhaus, M. S.; Cancado, L. G.; Jorio, A.; Saito, R.								Studying disorder in graphite-based systems by Raman spectroscopy								PHYSICAL CHEMISTRY CHEMICAL PHYSICS				9	11			1276	1291		10.1039/b613962k			2007	2007										2350							WOS:000244776800001		
J	Togo, Atsushi; Oba, Fumiyasu; Tanaka, Isao								First-principles calculations of the ferroelastic transition between rutile-type and CaCl2-type SiO2 at high pressures								PHYSICAL REVIEW B				78	13					134106	10.1103/PhysRevB.78.134106			OCT 2008	2008										2313							WOS:000260574200036		
J	Butler, Sheneve Z.; Hollen, Shawna M.; Cao, Linyou; Cui, Yi; Gupta, Jay A.; Gutierrez, Humberto R.; Heinz, Tony F.; Hong, Seung Sae; Huang, Jiaxing; Ismach, Ariel F.; Johnston-Halperin, Ezekiel; Kuno, Masaru; Plashnitsa, Vladimir V.; Robinson, Richard D.; Ruoff, Rodney S.; Salahuddin, Sayeef; Shan, Jie; Shi, Li; Spencer, Michael G.; Terrones, Mauricio; Windl, Wolfgang; Goldberger, Joshua E.								Progress, Challenges, and Opportunities in Two-Dimensional Materials Beyond Graphene								ACS NANO				7	4			2898	2926		10.1021/nn400280c			APR 2013	2013										2282							WOS:000318143300005		
J	Valiev, M.; Bylaska, E. J.; Govind, N.; Kowalski, K.; Straatsma, T. P.; Van Dam, H. J. J.; Wang, D.; Nieplocha, J.; Apra, E.; Windus, T. L.; de Jong, Wa.								NWChem: A comprehensive and scalable open-source solution for large scale molecular simulations								COMPUTER PHYSICS COMMUNICATIONS				181	9			1477	1489		10.1016/j.cpc.2010.04.018			SEP 2010	2010										2177							WOS:000280873500001		
J	Tran, Fabien; Blaha, Peter								Accurate Band Gaps of Semiconductors and Insulators with a Semilocal Exchange-Correlation Potential								PHYSICAL REVIEW LETTERS				102	22					226401	10.1103/PhysRevLett.102.226401			JUN 5 2009	2009										2162							WOS:000266685400038		
J	Henkelman, G; Jonsson, H								Improved tangent estimate in the nudged elastic band method for finding minimum energy paths and saddle points								JOURNAL OF CHEMICAL PHYSICS				113	22			9978	9985	PII [S0021-9606(00)70546-0]	10.1063/1.1323224			DEC 8 2000	2000										2095							WOS:000165584900014		
J	Stukowski, Alexander								Visualization and analysis of atomistic simulation data with OVITO-the Open Visualization Tool								MODELLING AND SIMULATION IN MATERIALS SCIENCE AND ENGINEERING				18	1					015012	10.1088/0965-0393/18/1/015012			JAN 2010	2010										2066							WOS:000272791800012		
J	Vogt, Patrick; De Padova, Paola; Quaresima, Claudio; Avila, Jose; Frantzeskakis, Emmanouil; Asensio, Maria Carmen; Resta, Andrea; Ealet, Benedicte; Le Lay, Guy								Silicene: Compelling Experimental Evidence for Graphenelike Two-Dimensional Silicon								PHYSICAL REVIEW LETTERS				108	15					155501	10.1103/PhysRevLett.108.155501			APR 12 2012	2012										2062							WOS:000302703600007		
J	Hammer, B; Norskov, JK								Theoretical surface science and catalysis - Calculations and concepts								Advances in Catalysis				45				71	129					2000	2000										1992							WOS:000089180200002		
J	Klimes, Jiri; Bowler, David R.; Michaelides, Angelos								Van der Waals density functionals applied to solids								PHYSICAL REVIEW B				83	19					195131	10.1103/PhysRevB.83.195131			MAY 25 2011	2011										1975							WOS:000290943200005		
J	Krukau, Aliaksandr V.; Vydrov, Oleg A.; Izmaylov, Artur F.; Scuseria, Gustavo E.								Influence of the exchange screening parameter on the performance of screened hybrid functionals								JOURNAL OF CHEMICAL PHYSICS				125	22					224106	10.1063/1.2404663			DEC 14 2006	2006										1923							WOS:000242855800008		
J	Janotti, Anderson; Van de Walle, Chris G.								Fundamentals of zinc oxide as a semiconductor								REPORTS ON PROGRESS IN PHYSICS				72	12					126501	10.1088/0034-4885/72/12/126501			DEC 2009	2009										1868							WOS:000272076800006		
J	Protesescu, Loredana; Yakunin, Sergii; Bodnarchuk, Maryna I.; Krieg, Franziska; Caputo, Riccarda; Hendon, Christopher H.; Yang, Ruo Xi; Walsh, Aron; Kovalenko, Maksym V.								Nanocrystals of Cesium Lead Halide Perovskites (CsPbX3, X = Cl, Br, and I): Novel Optoelectronic Materials Showing Bright Emission with Wide Color Gamut								NANO LETTERS				15	6			3692	3696		10.1021/nl5048779			JUN 2015	2015										1858							WOS:000356316900006		
J	Hinnemann, B; Moses, PG; Bonde, J; Jorgensen, KP; Nielsen, JH; Horch, S; Chorkendorff, I; Norskov, JK								Biornimetic hydrogen evolution: MoS2 nanoparticles as catalyst for hydrogen evolution								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				127	15			5308	5309		10.1021/ja0504690			APR 20 2005	2005										1764							WOS:000228408300018		
J	Giovannetti, G.; Khomyakov, P. A.; Brocks, G.; Karpan, V. M.; van den Brink, J.; Kelly, P. J.								Doping graphene with metal contacts								PHYSICAL REVIEW LETTERS				101	2					026803	10.1103/PhysRevLett.101.026803			JUL 11 2008	2008										1736							WOS:000257553700050		
J	Cahangirov, S.; Topsakal, M.; Akturk, E.; Sahin, H.; Ciraci, S.								Two- and One-Dimensional Honeycomb Structures of Silicon and Germanium								PHYSICAL REVIEW LETTERS				102	23					236804	10.1103/PhysRevLett.102.236804			JUN 12 2009	2009										1718							WOS:000266977500051		
J	Qiao, Jingsi; Kong, Xianghua; Hu, Zhi-Xin; Yang, Feng; Ji, Wei								High-mobility transport anisotropy and linear dichroism in few-layer black phosphorus								NATURE COMMUNICATIONS				5						4475	10.1038/ncomms5475			JUL 2014	2014										1706							WOS:000340623400020		
J	Dresselhaus, Mildred S.; Jorio, Ado; Hofmann, Mario; Dresselhaus, Gene; Saito, Riichiro								Perspectives on Carbon Nanotubes and Graphene Raman Spectroscopy								NANO LETTERS				10	3			751	758		10.1021/nl904286r			MAR 2010	2010										1685							WOS:000275278200001		
J	Zhao, Li-Dong; Lo, Shih-Han; Zhang, Yongsheng; Sun, Hui; Tan, Gangjian; Uher, Ctirad; Wolverton, C.; Dravid, Vinayak P.; Kanatzidis, Mercouri G.								Ultralow thermal conductivity and high thermoelectric figure of merit in SnSe crystals								NATURE				508	7496			373	+		10.1038/nature13184			APR 17 2014	2014										1674							WOS:000334403000047		
J	Henderson, MA								The interaction of water with solid surfaces: fundamental aspects revisited								SURFACE SCIENCE REPORTS				46	1-8			1	308	PII S0167-5729(01)00020-6	10.1016/S0167-5729(01)00020-6			2002	2002										1625							WOS:000176090300001		
J	Chai, Jeng-Da; Head-Gordon, Martin								Systematic optimization of long-range corrected hybrid density functionals								JOURNAL OF CHEMICAL PHYSICS				128	8					084106	10.1063/1.2834918			FEB 28 2008	2008										1577							WOS:000254047200006		
J	Greeley, Jeff; Jaramillo, Thomas F.; Bonde, Jacob; Chorkendorff, I. B.; Norskov, Jens K.								Computational high-throughput screening of electrocatalytic materials for hydrogen evolution								NATURE MATERIALS				5	11			909	913		10.1038/nmat1752			NOV 2006	2006										1532							WOS:000241732000026		
J	Batzill, M; Diebold, U								The surface and materials science of tin oxide								PROGRESS IN SURFACE SCIENCE				79	2-4			47	154		10.1016/j.progsurf.2005.09.002			2005	2005										1532							WOS:000234120200001		
J	Wang, Gongming; Wang, Hanyu; Ling, Yichuan; Tang, Yuechao; Yang, Xunyu; Fitzmorris, Robert C.; Wang, Changchun; Zhang, Jin Z.; Li, Yat								Hydrogen-Treated TiO2 Nanowire Arrays for Photoelectrochemical Water Splitting								NANO LETTERS				11	7			3026	3033		10.1021/nl201766h			JUL 2011	2011										1523							WOS:000292849400079		
J	Sharma, P; Gupta, A; Rao, KV; Owens, FJ; Sharma, R; Ahuja, R; Guillen, JMO; Johansson, B; Gehring, GA								Ferromagnetism above room temperature in bulk and transparent thin films of Mn-doped ZnO								NATURE MATERIALS				2	10			673	677		10.1038/nmat984			OCT 2003	2003										1499							WOS:000185767200014		
J	Klimes, Jiri; Bowler, David R.; Michaelides, Angelos								Chemical accuracy for the van der Waals density functional								JOURNAL OF PHYSICS-CONDENSED MATTER				22	2					022201	10.1088/0953-8984/22/2/022201			JAN 20 2010	2010										1493							WOS:000272891100001		
J	Gonze, X; Lee, C								Dynamical matrices, born effective charges, dielectric permittivity tensors, and interatomic force constants from density-functional perturbation theory								PHYSICAL REVIEW B				55	16			10355	10368		10.1103/PhysRevB.55.10355			APR 15 1997	1997										1467							WOS:A1997WW80300037		
J	Kreuer, KD; Paddison, SJ; Spohr, E; Schuster, M								Transport in proton conductors for fuel-cell applications: Simulations, elementary reactions, and phenomenology								CHEMICAL REVIEWS				104	10			4637	4678		10.1021/cr020715f			OCT 2004	2004										1430							WOS:000224539700012		
J	Watanabe, K; Taniguchi, T; Kanda, H								Direct-bandgap properties and evidence for ultraviolet lasing of hexagonal boron nitride single crystal								NATURE MATERIALS				3	6			404	409		10.1038/nmat1134			JUN 2004	2004										1424							WOS:000221890700023		
J	Parlinski, K; Li, ZQ; Kawazoe, Y								First-principles determination of the soft mode in cubic ZrO2								PHYSICAL REVIEW LETTERS				78	21			4063	4066		10.1103/PhysRevLett.78.4063			MAY 26 1997	1997										1421							WOS:A1997XA46500021		
J	Cococcioni, M; de Gironcoli, S								Linear response approach to the calculation of the effective interaction parameters in the LDA+U method								PHYSICAL REVIEW B				71	3					035105	10.1103/PhysRevB.71.035105			JAN 2005	2005										1420							WOS:000226735900036		
J	Dawber, M; Rabe, KM; Scott, JF								Physics of thin-film ferroelectric oxides								REVIEWS OF MODERN PHYSICS				77	4			1083	1130		10.1103/RevModPhys.77.1083			OCT 2005	2005										1417							WOS:000233723700001		
J	Janotti, Anderson; Van de Walle, Chris G.								Native point defects in ZnO								PHYSICAL REVIEW B				76	16					165202	10.1103/PhysRevB.76.165202			OCT 2007	2007										1408							WOS:000250620600056		
J	Jain, Anubhav; Shyue Ping Ong; Hautier, Geoffroy; Chen, Wei; Richards, William Davidson; Dacek, Stephen; Cholia, Shreyas; Gunter, Dan; Skinner, David; Ceder, Gerbrand; Persson, Kristin A.								Commentary: The Materials Project: A materials genome approach to accelerating materials innovation								APL MATERIALS				1	1					011002	10.1063/1.4812323			JUL 2013	2013										1402							WOS:000332272300003		
J	Togo, Atsushi; Tanaka, Isao								First principles phonon calculations in materials science								SCRIPTA MATERIALIA				108				1	5		10.1016/j.scriptamat.2015.07.021			NOV 2015	2015										1373							WOS:000360250700001		
J	Butler, WH; Zhang, XG; Schulthess, TC; MacLaren, JM								Spin-dependent tunneling conductance of Fe vertical bar MgO vertical bar Fe sandwiches								PHYSICAL REVIEW B				63	5					054416	10.1103/PhysRevB.63.054416			FEB 1 2001	2001										1367							WOS:000166820600069		
J	Kohan, AF; Ceder, G; Morgan, D; Van de Walle, CG								First-principles study of native point defects in ZnO								PHYSICAL REVIEW B				61	22			15019	15027		10.1103/PhysRevB.61.15019			JUN 1 2000	2000										1359							WOS:000087654100029		
J	Voiry, Damien; Yamaguchi, Hisato; Li, Junwen; Silva, Rafael; Alves, Diego C. B.; Fujita, Takeshi; Chen, Mingwei; Asefa, Tewodros; Shenoy, Vivek B.; Eda, Goki; Chhowalla, Manish								Enhanced catalytic activity in strained chemically exfoliated WS2 nanosheets for hydrogen evolution								NATURE MATERIALS				12	9			850	855		10.1038/NMAT3700			SEP 2013	2013										1335							WOS:000323417600023		
J	Zhang, Yong; Zuo, Ting Ting; Tang, Zhi; Gao, Michael C.; Dahmen, Karin A.; Liaw, Peter K.; Lu, Zhao Ping								Microstructures and properties of high-entropy alloys								PROGRESS IN MATERIALS SCIENCE				61				1	93		10.1016/j.pmatsci.2013.10.001			APR 2014	2014										1328							WOS:000331494500001		
J	Liu, Cheng-Cheng; Feng, Wanxiang; Yao, Yugui								Quantum Spin Hall Effect in Silicene and Two-Dimensional Germanium								PHYSICAL REVIEW LETTERS				107	7					076802	10.1103/PhysRevLett.107.076802			AUG 9 2011	2011										1307							WOS:000293705600018		
J	Mavrikakis, M; Hammer, B; Norskov, JK								Effect of strain on the reactivity of metal surfaces								PHYSICAL REVIEW LETTERS				81	13			2819	2822		10.1103/PhysRevLett.81.2819			SEP 28 1998	1998										1302							WOS:000076133300050		
J	Pfrommer, BG; Cote, M; Louie, SG; Cohen, ML								Relaxation of crystals with the quasi-Newton method								JOURNAL OF COMPUTATIONAL PHYSICS				131	1			233	240		10.1006/jcph.1996.5612			FEB 1997	1997										1302							WOS:A1997WJ86500014		
J	Milman, V; Winkler, B; White, JA; Pickard, CJ; Payne, MC; Akhmatskaya, EV; Nobes, RH								Electronic structure, properties, and phase stability of inorganic crystals: A pseudopotential plane-wave study								INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY				77	5			895	910		10.1002/(SICI)1097-461X(2000)77:5<895::AID-QUA10>3.0.CO;2-C			APR 20 2000	2000										1279							WOS:000086229100010		
J	Thackeray, Michael M.; Kang, Sun-Ho; Johnson, Christopher S.; Vaughey, John T.; Benedek, Roy; Hackney, S. A.								Li2MnO3-stabilized LiMO2 (M = Mn, Ni, Co) electrodes for lithium-ion batteries								JOURNAL OF MATERIALS CHEMISTRY				17	30			3112	3125		10.1039/b702425h			2007	2007										1274							WOS:000248335300023		
J	Ferrari, AC; Robertson, J								Raman spectroscopy of amorphous, nanostructured, diamond-like carbon, and nanodiamond								PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES				362	1824			2477	2512		10.1098/rsta.2004.1452			NOV 15 2004	2004										1266							WOS:000224919400011		
J	Thomsen, C; Reich, S								Doable resonant Raman scattering in graphite								PHYSICAL REVIEW LETTERS				85	24			5214	5217		10.1103/PhysRevLett.85.5214			DEC 11 2000	2000										1258							WOS:000165800000050		
J	Norskov, JK; Bligaard, T; Logadottir, A; Kitchin, JR; Chen, JG; Pandelov, S; Norskov, JK								Trends in the exchange current for hydrogen evolution								JOURNAL OF THE ELECTROCHEMICAL SOCIETY				152	3			J23	J26		10.1149/1.1856988			2005	2005										1237							WOS:000227607300072		
J	Henderson, Michael A.								A surface science perspective on TiO2 photocatalysis								SURFACE SCIENCE REPORTS				66	6-7			185	297		10.1016/j.surfrep.2011.01.001			JUN 15 2011	2011										1208							WOS:000292421500001		
J	Cao, Ting; Wang, Gang; Han, Wenpeng; Ye, Huiqi; Zhu, Chuanrui; Shi, Junren; Niu, Qian; Tan, Pingheng; Wang, Enge; Liu, Baoli; Feng, Ji								Valley-selective circular dichroism of monolayer molybdenum disulphide								NATURE COMMUNICATIONS				3						887	10.1038/ncomms1882			JUN 2012	2012										1206							WOS:000306099900014		
J	Sheng, HW; Luo, WK; Alamgir, FM; Bai, JM; Ma, E								Atomic packing and short-to-medium-range order in metallic glasses								NATURE				439	7075			419	425		10.1038/nature04421			JAN 26 2006	2006										1194							WOS:000234859200035		
J	Yabuuchi, Naoaki; Kajiyama, Masataka; Iwatate, Junichi; Nishikawa, Heisuke; Hitomi, Shuji; Okuyama, Ryoichi; Usui, Ryo; Yamada, Yasuhiro; Komaba, Shinichi								P2-type Na-x[Fe1/2Mn1/2]O-2 made from earth-abundant elements for rechargeable Na batteries								NATURE MATERIALS				11	6			512	517		10.1038/NMAT3309			JUN 2012	2012										1157							WOS:000304320300017		
J	Li, Hong; Wang, Zhaoxiang; Chen, Liquan; Huang, Xuejie								Research on Advanced Materials for Li-ion Batteries								ADVANCED MATERIALS				21	45			4593	4607		10.1002/adma.200901710			DEC 4 2009	2009										1152							WOS:000272916800006		
J	Dresselhaus, MS; Dresselhaus, G; Jorio, A; Souza, AG; Saito, R								Raman spectroscopy on isolated single wall carbon nanotubes								CARBON				40	12			2043	2061	PII S0008-6223(02)00066-0	10.1016/S0008-6223(02)00066-0			2002	2002										1124							WOS:000178605100001		
J	Frost, Jarvist M.; Butler, Keith T.; Brivio, Federico; Hendon, Christopher H.; van Schilfgaarde, Mark; Walsh, Aron								Atomistic Origins of High-Performance in Hybrid Halide Perovskite Solar Cells								NANO LETTERS				14	5			2584	2590		10.1021/nl500390f			MAY 2014	2014										1121							WOS:000336074800054		
J	Oganov, AR; Glass, CW								Crystal structure prediction using ab initio evolutionary techniques: Principles and applications								JOURNAL OF CHEMICAL PHYSICS				124	24					244704	10.1063/1.2210932			JUN 28 2006	2006										1116							WOS:000238730600033		
J	Scanlon, David O.; Dunnill, Charles W.; Buckeridge, John; Shevlin, Stephen A.; Logsdail, Andrew J.; Woodley, Scott M.; Catlow, C. Richard A.; Powell, Michael. J.; Palgrave, Robert G.; Parkin, Ivan P.; Watson, Graeme W.; Keal, Thomas W.; Sherwood, Paul; Walsh, Aron; Sokol, Alexey A.								Band alignment of rutile and anatase TiO2								NATURE MATERIALS				12	9			798	801		10.1038/NMAT3697			SEP 2013	2013										1102							WOS:000323417600015		
J	Mishin, Y; Mehl, MJ; Papaconstantopoulos, DA; Voter, AF; Kress, JD								Structural stability and lattice defects in copper: Ab initio, tight-binding, and embedded-atom calculations								PHYSICAL REVIEW B				63	22					224106	10.1103/PhysRevB.63.224106			JUN 1 2001	2001										1102							WOS:000169283000022		
J	Fuchs, M; Scheffler, M								Ab initio pseudopotentials for electronic structure calculations of poly-atomic systems using density-functional theory								COMPUTER PHYSICS COMMUNICATIONS				119	1			67	98		10.1016/S0010-4655(98)00201-X			JUN 1999	1999										1081							WOS:000080818500005		
