PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	BLATTER, G; FEIGELMAN, MV; GESHKENBEIN, VB; LARKIN, AI; VINOKUR, VM								VORTICES IN HIGH-TEMPERATURE SUPERCONDUCTORS								REVIEWS OF MODERN PHYSICS				66	4			1125	1388		10.1103/RevModPhys.66.1125			OCT 1994	1994										4726							WOS:A1994QE12700001		
J	Jaeger, HM; Nagel, SR; Behringer, RP								Granular solids, liquids, and gases								REVIEWS OF MODERN PHYSICS				68	4			1259	1273		10.1103/RevModPhys.68.1259			OCT 1996	1996										2032							WOS:A1996VN91500006		
J	Esteller, Manel								Non-coding RNAs in human disease								NATURE REVIEWS GENETICS				12	12			861	874		10.1038/nrg3074			DEC 2011	2011										2023							WOS:000297252500012		
J	Reimann, P								Brownian motors: noisy transport far from equilibrium								PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS				361	2-4			57	265	PII S0370-1573(01)00081-3	10.1016/S0370-1573(01)00081-3			APR 2002	2002										1892							WOS:000174923000001		
J	Barabasi, Albert-Laszlo; Gulbahce, Natali; Loscalzo, Joseph								Network medicine: a network-based approach to human disease								NATURE REVIEWS GENETICS				12	1			56	68		10.1038/nrg2918			JAN 2011	2011										1820							WOS:000285410500011		
J	Rinn, John L.; Chang, Howard Y.								Genome Regulation by Long Noncoding RNAs								Annual Review of Biochemistry				81				145	166		10.1146/annurev-biochem-051410-092902			2012	2012										1773							WOS:000305765500008		
J	Aspelmeyer, Markus; Kippenberg, Tobias J.; Marquardt, Florian								Cavity optomechanics								REVIEWS OF MODERN PHYSICS				86	4			1391	1452		10.1103/RevModPhys.86.1391			DEC 30 2014	2014										1666							WOS:000347201400001		
J	Cabili, Moran N.; Trapnell, Cole; Goff, Loyal; Koziol, Magdalena; Tazon-Vega, Barbara; Regev, Aviv; Rinn, John L.								Integrative annotation of human large intergenic noncoding RNAs reveals global properties and specific subclasses								GENES & DEVELOPMENT				25	18			1915	1927		10.1101/gad.17446611			SEP 15 2011	2011										1642							WOS:000295082400004		
J	Blais, A; Huang, RS; Wallraff, A; Girvin, SM; Schoelkopf, RJ								Cavity quantum electrodynamics for superconducting electrical circuits: An architecture for quantum computation								PHYSICAL REVIEW A				69	6					062320	10.1103/PhysRevA.69.062320			JUN 2004	2004										1565							WOS:000222471400038		
J	Wilusz, Jeremy E.; Sunwoo, Hongjae; Spector, David L.								Long noncoding RNAs: functional surprises from the RNA world								GENES & DEVELOPMENT				23	13			1494	1504		10.1101/gad.1800909			JUL 1 2009	2009										1199							WOS:000267954800004		
J	Guttman, Mitchell; Donaghey, Julie; Carey, Bryce W.; Garber, Manuel; Grenier, Jennifer K.; Munson, Glen; Young, Geneva; Lucas, Anne Bergstrom; Ach, Robert; Bruhn, Laurakay; Yang, Xiaoping; Amit, Ido; Meissner, Alexander; Regev, Aviv; Rinn, John L.; Root, David E.; Lander, Eric S.								lincRNAs act in the circuitry controlling pluripotency and differentiation								NATURE				477	7364			295	U60		10.1038/nature10398			SEP 15 2011	2011										1166							WOS:000294852400023		
J	Mattick, JS; Makunin, IV								Non-coding RNA								HUMAN MOLECULAR GENETICS				15				R17	R29		10.1093/hmg/ddl046			APR 15 2006	2006										1136							WOS:000237320500003		
J	Katayama, S; Tomaru, Y; Kasukawa, T; Waki, K; Nakanishi, M; Nakamura, M; Nishida, H; Yap, CC; Suzuki, M; Kawai, J; Suzuki, H; Carninci, P; Hayashizaki, Y; Wells, C; Frith, M; Ravasi, T; Pang, KC; Hallinan, J; Mattick, J; Hume, DA; Lipovich, L; Batalov, S; Engstrom, PG; Mizuno, Y; Faghihi, MA; Sandelin, A; Chalk, AM; Mottagui-Tabar, S; Liang, Z; Lenhard, B; Wahlestedt, C		RIKEN Genome Network Project Core; Genome Sci Grp; FANTOM Consortium						Antisense transcription in the mammalian transcriptome								SCIENCE				309	5740			1564	1566		10.1126/science.1112009			SEP 2 2005	2005										1106							WOS:000231715000050		
J	ZHANG, WM; FENG, DH; GILMORE, R								COHERENT STATES - THEORY AND SOME APPLICATIONS								REVIEWS OF MODERN PHYSICS				62	4			867	927		10.1103/RevModPhys.62.867			OCT 1990	1990										1084							WOS:A1990EX02100002		
J	Dalibard, Jean; Gerbier, Fabrice; Juzeliunas, Gediminas; Oehberg, Patrik								Colloquium: Artificial gauge potentials for neutral atoms								REVIEWS OF MODERN PHYSICS				83	4						10.1103/RevModPhys.83.1523			NOV 30 2011	2011										1064							WOS:000297502400002		
J	Clarke, John; Wilhelm, Frank K.								Superconducting quantum bits								NATURE				453	7198			1031	1042		10.1038/nature07128			JUN 19 2008	2008										1046							WOS:000256839900045		
J	Haenggi, Peter; Marchesoni, Fabio								Artificial Brownian motors: Controlling transport on the nanoscale								REVIEWS OF MODERN PHYSICS				81	1			387	442		10.1103/RevModPhys.81.387			JAN-MAR 2009	2009										1026							WOS:000264764600009		
J	Guttman, Mitchell; Rinn, John L.								Modular regulatory principles of large non-coding RNAs								NATURE				482	7385			339	346		10.1038/nature10887			FEB 16 2012	2012										1011							WOS:000300287100035		
J	Ulitsky, Igor; Bartel, David P.								lincRNAs: Genomics, Evolution, and Mechanisms								CELL				154	1			26	46		10.1016/j.cell.2013.06.020			JUL 3 2013	2013										1001							WOS:000321327900008		
J	MANOUSAKIS, E								THE SPIN-1/2 HEISENBERG-ANTIFERROMAGNET ON A SQUARE LATTICE AND ITS APPLICATION TO THE CUPROUS OXIDES								REVIEWS OF MODERN PHYSICS				63	1			1	62		10.1103/RevModPhys.63.1			JAN 1991	1991										1001							WOS:A1991FJ09300001		
J	Seifert, Udo								Stochastic thermodynamics, fluctuation theorems and molecular machines								REPORTS ON PROGRESS IN PHYSICS				75	12					126001	10.1088/0034-4885/75/12/126001			DEC 2012	2012										987							WOS:000311423200003		
J	BRANDT, EH								THE FLUX-LINE-LATTICE IN SUPERCONDUCTORS								REPORTS ON PROGRESS IN PHYSICS				58	11			1465	1594		10.1088/0034-4885/58/11/003			NOV 1995	1995										979							WOS:A1995TJ82400003		
J	Koch, Jens; Yu, Terri M.; Gambetta, Jay; Houck, A. A.; Schuster, D. I.; Majer, J.; Blais, Alexandre; Devoret, M. H.; Girvin, S. M.; Schoelkopf, R. J.								Charge-insensitive qubit design derived from the Cooper pair box								PHYSICAL REVIEW A				76	4					042319	10.1103/PhysRevA.76.042319			OCT 2007	2007										972							WOS:000250619700062		
J	Maunakea, Alika K.; Nagarajan, Raman P.; Bilenky, Mikhail; Ballinger, Tracy J.; D'Souza, Cletus; Fouse, Shaun D.; Johnson, Brett E.; Hong, Chibo; Nielsen, Cydney; Zhao, Yongjun; Turecki, Gustavo; Delaney, Allen; Varhol, Richard; Thiessen, Nina; Shchors, Ksenya; Heine, Vivi M.; Rowitch, David H.; Xing, Xiaoyun; Fiore, Chris; Schillebeeckx, Maximiliaan; Jones, Steven J. M.; Haussler, David; Marra, Marco A.; Hirst, Martin; Wang, Ting; Costello, Joseph F.								Conserved role of intragenic DNA methylation in regulating alternative promoters								NATURE				466	7303			253	U131		10.1038/nature09165			JUL 8 2010	2010										919							WOS:000279580800040		
J	Prensner, John R.; Chinnaiyan, Arul M.								The Emergence of lncRNAs in Cancer Biology								CANCER DISCOVERY				1	5			391	407		10.1158/2159-8290.CD-11-0209			OCT 2011	2011										909							WOS:000296140600018		
J	Gutschner, Tony; Diederichs, Sven								The hallmarks of cancer A long non-coding RNA point of view								RNA BIOLOGY				9	6			703	719		10.4161/rna.20481			JUN 2012	2012										898							WOS:000307077500002		
J	Zheludev, Nikolay I.; Kivshar, Yuri S.								From metamaterials to metadevices								NATURE MATERIALS				11	11			917	924		10.1038/NMAT3431			NOV 2012	2012										877							WOS:000310434600013		
J	Beenakker, C. W. J.								Search for Majorana Fermions in Superconductors								Annual Review of Condensed Matter Physics				4				113	136		10.1146/annurev-conmatphys-030212-184337			2013	2013										861							WOS:000321694300006		
J	Kong, Lei; Zhang, Yong; Ye, Zhi-Qiang; Liu, Xiao-Qiao; Zhao, Shu-Qi; Wei, Liping; Gao, Ge								CPC: assess the protein-coding potential of transcripts using sequence features and support vector machine								NUCLEIC ACIDS RESEARCH				35				W345	W349		10.1093/nar/gkm391			JUL 2007	2007										846							WOS:000255311500065		
J	Modi, Kavan; Brodutch, Aharon; Cable, Hugo; Paterek, Tomasz; Vedral, Vlatko								The classical-quantum boundary for correlations: Discord and related measures								REVIEWS OF MODERN PHYSICS				84	4			1655	1707		10.1103/RevModPhys.84.1655			NOV 26 2012	2012										815							WOS:000311553100001		
J	Carninci, Piero; Sandelin, Albin; Lenhard, Boris; Katayama, Shintaro; Shimokawa, Kazuro; Ponjavic, Jasmina; Semple, Colin A. M.; Taylor, Martin S.; Engstrom, Par G.; Frith, Martin C.; Forrest, Alistair R. R.; Alkema, Wynand B.; Tan, Sin Lam; Plessy, Charles; Kodzius, Rimantas; Ravasi, Timothy; Kasukawa, Takeya; Fukuda, Shiro; Kanamori-Katayama, Mutsumi; Kitazume, Yayoi; Kawaji, Hideya; Kai, Chikatoshi; Nakamura, Mari; Konno, Hideaki; Nakano, Kenji; Mottagui-Tabar, Salim; Arner, Peter; Chesi, Alessandra; Gustincich, Stefano; Persichetti, Francesca; Suzuki, Harukazu; Grimmond, Sean M.; Wells, Christine A.; Orlando, Valerio; Wahlestedt, Claes; Liu, Edison T.; Harbers, Matthias; Kawai, Jun; Bajic, Vladimir B.; Hume, David A.; Hayashizaki, Yoshihide								Genome-wide analysis of mammalian promoter architecture and evolution								NATURE GENETICS				38	6			626	635		10.1038/ng1789			JUN 2006	2006										800							WOS:000237954800015		
J	Carusotto, Iacopo; Ciuti, Cristiano								Quantum fluids of light								REVIEWS OF MODERN PHYSICS				85	1						10.1103/RevModPhys.85.299			FEB 21 2013	2013										783							WOS:000315489200001		
J	Martin, JI; Nogues, J; Liu, K; Vicent, JL; Schuller, IK								Ordered magnetic nanostructures: fabrication and properties								JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS				256	1-3			449	501	PII S0304-8853(02)00898-3	10.1016/S0304-8853(02)00898-3			JAN 2003	2003										783							WOS:000180637900056		
J	Guttman, Mitchell; Garber, Manuel; Levin, Joshua Z.; Donaghey, Julie; Robinson, James; Adiconis, Xian; Fan, Lin; Koziol, Magdalena J.; Gnirke, Andreas; Nusbaum, Chad; Rinn, John L.; Lander, Eric S.; Regev, Aviv								Ab initio reconstruction of cell type-specific transcriptomes in mouse reveals the conserved multi-exonic structure of lincRNAs								NATURE BIOTECHNOLOGY				28	5			503	U166		10.1038/nbt.1633			MAY 2010	2010										774							WOS:000277452700031		
J	Gutschner, Tony; Haemmerle, Monika; Eissmann, Moritz; Hsu, Jeff; Kim, Youngsoo; Hung, Gene; Revenko, Alexey; Arun, Gayatri; Stentrup, Marion; Gross, Matthias; Zoernig, Martin; MacLeod, A. Robert; Spector, David L.; Diederichs, Sven								The Noncoding RNA MALAT1 Is a Critical Regulator of the Metastasis Phenotype of Lung Cancer Cells								CANCER RESEARCH				73	3			1180	1189		10.1158/0008-5472.CAN-12-2850			FEB 1 2013	2013										770							WOS:000315028300015		
J	Jarrell, M; Gubernatis, JE								Bayesian inference and the analytic continuation of imaginary-time quantum Monte Carlo data								PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS				269	3			133	195		10.1016/0370-1573(95)00074-7			MAY 1996	1996										770							WOS:A1996UK75600001		
J	Majer, J.; Chow, J. M.; Gambetta, J. M.; Koch, Jens; Johnson, B. R.; Schreier, J. A.; Frunzio, L.; Schuster, D. I.; Houck, A. A.; Wallraff, A.; Blais, A.; Devoret, M. H.; Girvin, S. M.; Schoelkopf, R. J.								Coupling superconducting qubits via a cavity bus								NATURE				449	7161			443	447		10.1038/nature06184			SEP 27 2007	2007										768							WOS:000249724800036		
J	Devoret, M. H.; Schoelkopf, R. J.								Superconducting Circuits for Quantum Information: An Outlook								SCIENCE				339	6124			1169	1174		10.1126/science.1231930			MAR 8 2013	2013										764							WOS:000315709900038		
