PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Love, JC; Estroff, LA; Kriebel, JK; Nuzzo, RG; Whitesides, GM								Self-assembled monolayers of thiolates on metals as a form of nanotechnology								CHEMICAL REVIEWS				105	4			1103	1169		10.1021/cr0300789			APR 2005	2005										5739							WOS:000228412800003		
J	Wilk, GD; Wallace, RM; Anthony, JM								High-kappa gate dielectrics: Current status and materials properties considerations								JOURNAL OF APPLIED PHYSICS				89	10			5243	5275		10.1063/1.1361065			MAY 15 2001	2001										4816							WOS:000168438400001		
J	Nomura, K; Ohta, H; Takagi, A; Kamiya, T; Hirano, M; Hosono, H								Room-temperature fabrication of transparent flexible thin-film transistors using amorphous oxide semiconductors								NATURE				432	7016			488	492		10.1038/nature03090			NOV 25 2004	2004										4243							WOS:000225322100042		
J	Robertson, J								Diamond-like amorphous carbon								MATERIALS SCIENCE & ENGINEERING R-REPORTS				37	4-6			129	281	PII S0927-796X(02)00005-0	10.1016/S0927-796X(02)00005-0			MAY 24 2002	2002										4021							WOS:000176298100001		
J	Shao, Minhua; Chang, Qiaowan; Dodelet, Jean-Pol; Chenitz, Regis								Recent Advances in Electrocatalysts for Oxygen Reduction Reaction								CHEMICAL REVIEWS				116	6			3594	3657		10.1021/acs.chemrev.5b00462			MAR 23 2016	2016										1133							WOS:000372854800003		
J	Brinkman, A.; Huijben, M.; Van Zalk, M.; Huijben, J.; Zeitler, U.; Maan, J. C.; Van der Wiel, W. G.; Rijnders, G.; Blank, D. H. A.; Hilgenkamp, H.								Magnetic effects at the interface between non-magnetic oxides								NATURE MATERIALS				6	7			493	496		10.1038/nmat1931			JUL 2007	2007										1076							WOS:000247648000016		
J	Fiori, Gianluca; Bonaccorso, Francesco; Iannaccone, Giuseppe; Palacios, Tomas; Neumaier, Daniel; Seabaugh, Alan; Banerjee, Sanjay K.; Colombo, Luigi								Electronics based on two-dimensional materials								NATURE NANOTECHNOLOGY				9	10			768	779		10.1038/NNANO.2014.207			OCT 2014	2014										1075							WOS:000343617200017		
J	Wegst, Ulrike G. K.; Bai, Hao; Saiz, Eduardo; Tomsia, Antoni P.; Ritchie, Robert O.								Bioinspired structural materials								NATURE MATERIALS				14	1			23	36		10.1038/NMAT4089			JAN 2015	2015										1074							WOS:000346430100010		
J	Xie, Junfeng; Zhang, Jiajia; Li, Shuang; Grote, Fabian; Zhang, Xiaodong; Zhang, Hao; Wang, Ruoxing; Lei, Yong; Pan, Bicai; Xie, Yi								Controllable Disorder Engineering in Oxygen-Incorporated MoS2 Ultrathin Nanosheets for Efficient Hydrogen Evolution								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				135	47			17881	17888		10.1021/ja408329q			NOV 27 2013	2013										1065							WOS:000328099400039		
J	Zhan, Yongjie; Liu, Zheng; Najmaei, Sina; Ajayan, Pulickel M.; Lou, Jun								Large-Area Vapor-Phase Growth and Characterization of MoS2 Atomic Layers on a SiO2 Substrate								SMALL				8	7			966	971		10.1002/smll.201102654			APR 10 2012	2012										1053							WOS:000302471100003		
J	Thiel, S.; Hammerl, G.; Schmehl, A.; Schneider, C. W.; Mannhart, J.								Tunable quasi-two-dimensional electron gases in oxide heterostructures								SCIENCE				313	5795			1942	1945		10.1126/science.1131091			SEP 29 2006	2006										1050							WOS:000240832200045		
J	Russell, Philip St. J.								Photonic-crystal fibers								JOURNAL OF LIGHTWAVE TECHNOLOGY				24	12			4729	4749		10.1109/JLT.2006.885258			DEC 2006	2006										1036							WOS:000243888600022		
J	Xu, Xiaodong; Yao, Wang; Xiao, Di; Heinz, Tony F.								Spin and pseudospins in layered transition metal dichalcogenides								NATURE PHYSICS				10	5			343	350		10.1038/NPHYS2942			MAY 2014	2014										1034							WOS:000335371200011		
J	Nie, Zhihong; Petukhova, Alla; Kumacheva, Eugenia								Properties and emerging applications of self-assembled structures made from inorganic nanoparticles								NATURE NANOTECHNOLOGY				5	1			15	25		10.1038/NNANO.2009.453			JAN 2010	2010										1015							WOS:000274652200010		
J	Najmaei, Sina; Liu, Zheng; Zhou, Wu; Zou, Xiaolong; Shi, Gang; Lei, Sidong; Yakobson, Boris I.; Idrobo, Juan-Carlos; Ajayan, Pulickel M.; Lou, Jun								Vapour phase growth and grain boundary structure of molybdenum disulphide atomic layers								NATURE MATERIALS				12	8			754	759		10.1038/NMAT3673			AUG 2013	2013										1003							WOS:000322119100023		
J	Tan, Chaoliang; Cao, Xiehong; Wu, Xue-Jun; He, Qiyuan; Yang, Jian; Zhang, Xiao; Chen, Junze; Zhao, Wei; Han, Shikui; Nam, Gwang-Hyeon; Sindoro, Melinda; Zhang, Hua								Recent Advances in Ultrathin Two-Dimensional Nanomaterials								CHEMICAL REVIEWS				117	9			6225	6331		10.1021/acs.chemrev.6b00558			MAY 10 2017	2017										987							WOS:000401307500004		
J	Yu, Qingkai; Jauregui, Luis A.; Wu, Wei; Colby, Robert; Tian, Jifa; Su, Zhihua; Cao, Helin; Liu, Zhihong; Pandey, Deepak; Wei, Dongguang; Chung, Ting Fung; Peng, Peng; Guisinger, Nathan P.; Stach, Eric A.; Bao, Jiming; Pei, Shin-Shem; Chen, Yong P.								Control and characterization of individual grains and grain boundaries in graphene grown by chemical vapour deposition								NATURE MATERIALS				10	6			443	449		10.1038/NMAT3010			JUN 2011	2011										970							WOS:000290855100019		
J	Setter, N.; Damjanovic, D.; Eng, L.; Fox, G.; Gevorgian, S.; Hong, S.; Kingon, A.; Kohlstedt, H.; Park, N. Y.; Stephenson, G. B.; Stolitchnov, I.; Tagantsev, A. K.; Taylor, D. V.; Yamada, T.; Streiffer, S.								Ferroelectric thin films: Review of materials, properties, and applications								JOURNAL OF APPLIED PHYSICS				100	5					051606	10.1063/1.2336999			SEP 1 2006	2006										964							WOS:000240602500007		
J	Kingon, AI; Maria, JP; Streiffer, SK								Alternative dielectrics to silicon dioxide for memory and logic devices								NATURE				406	6799			1032	1038		10.1038/35023243			AUG 31 2000	2000										963							WOS:000089020200055		
J	del Alamo, Jesus A.								Nanometre-scale electronics with III-V compound semiconductors								NATURE				479	7373			317	323		10.1038/nature10677			NOV 17 2011	2011										950							WOS:000297059700031		
J	Lee, Chul-Ho; Lee, Gwan-Hyoung; van der Zande, Arend M.; Chen, Wenchao; Li, Yilei; Han, Minyong; Cui, Xu; Arefe, Ghidewon; Nuckolls, Colin; Heinz, Tony F.; Guo, Jing; Hone, James; Kim, Philip								Atomically thin p-n junctions with van der Waals heterointerfaces								NATURE NANOTECHNOLOGY				9	9			676	681		10.1038/NNANO.2014.150			SEP 2014	2014										949							WOS:000341814400009		
J	Gong, Yongji; Lin, Junhao; Wang, Xingli; Shi, Gang; Lei, Sidong; Lin, Zhong; Zou, Xiaolong; Ye, Gonglan; Vajtai, Robert; Yakobson, Boris I.; Terrones, Humberto; Terrones, Mauricio; Tay, Beng Kang; Lou, Jun; Pantelides, Sokrates T.; Liu, Zheng; Zhou, Wu; Ajayan, Pulickel M.								Vertical and in-plane heterostructures from WS2/MoS2 monolayers								NATURE MATERIALS				13	12			1135	1142		10.1038/NMAT4091			DEC 2014	2014										941							WOS:000345432200017		
J	Kamaly, Nazila; Xiao, Zeyu; Valencia, Pedro M.; Radovic-Moreno, Aleksandar F.; Farokhzad, Omid C.								Targeted polymeric therapeutic nanoparticles: design, development and clinical translation								CHEMICAL SOCIETY REVIEWS				41	7			2971	3010		10.1039/c2cs15344k			2012	2012										911							WOS:000301354900025		
J	Addadi, L; Raz, S; Weiner, S								Taking advantage of disorder: Amorphous calcium carbonate and its roles in biomineralization								ADVANCED MATERIALS				15	12			959	970		10.1002/adma.200300381			JUN 17 2003	2003										903							WOS:000183971900001		
J	Robertson, J								High dielectric constant oxides								EUROPEAN PHYSICAL JOURNAL-APPLIED PHYSICS				28	3			265	291		10.1051/epjap:2004206			DEC 2004	2004										902							WOS:000225502600001		
J	Zheng, Yao; Jiao, Yan; Zhu, Yihan; Li, Lu Hua; Han, Yu; Chen, Ying; Du, Aijun; Jaroniec, Mietek; Qiao, Shi Zhang								Hydrogen evolution by a metal-free electrocatalyst								NATURE COMMUNICATIONS				5						3783	10.1038/ncomms4783			APR 2014	2014										898							WOS:000335375400002		
J	Meldrum, Fiona C.; Coelfen, Helmut								Controlling Mineral Morphologies and Structures in Biological and Synthetic Systems								CHEMICAL REVIEWS				108	11			4332	4432		10.1021/cr8002856			NOV 2008	2008										892							WOS:000261002100002		
J	Hafner, Juergen								Ab-initio simulations of materials using VASP: Density-functional theory and beyond								JOURNAL OF COMPUTATIONAL CHEMISTRY				29	13			2044	2078		10.1002/jcc.21057			OCT 2008	2008										889							WOS:000258764600002		
J	Wilk, GD; Wallace, RM; Anthony, JM								Hafnium and zirconium silicates for advanced gate dielectrics								JOURNAL OF APPLIED PHYSICS				87	1			484	492		10.1063/1.371888			JAN 1 2000	2000										886							WOS:000084244300076		
J	Li, Xuesong; Magnuson, Carl W.; Venugopal, Archana; Tromp, Rudolf M.; Hannon, James B.; Vogel, Eric M.; Colombo, Luigi; Ruoff, Rodney S.								Large-Area Graphene Single Crystals Grown by Low-Pressure Chemical Vapor Deposition of Methane on Copper								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				133	9			2816	2819		10.1021/ja109793s			MAR 9 2011	2011										847							WOS:000289455200007		
J	Buscema, Michele; Groenendijk, Dirk J.; Blanter, Sofya I.; Steele, Gary A.; van der Zant, Herre S. J.; Castellanos-Gomez, Andres								Fast and Broadband Photoresponse of Few-Layer Black Phosphorus Field-Effect Transistors								NANO LETTERS				14	6			3347	3352		10.1021/nl5008085			JUN 2014	2014										846							WOS:000337337100056		
J	Nie, Yao; Li, Li; Wei, Zidong								Recent advancements in Pt and Pt-free catalysts for oxygen reduction reaction								CHEMICAL SOCIETY REVIEWS				44	8			2168	2201		10.1039/c4cs00484a			2015	2015										831							WOS:000352899500008		
J	Mannhart, J.; Schlom, D. G.								Oxide Interfaces-An Opportunity for Electronics								SCIENCE				327	5973			1607	1611		10.1126/science.1181862			MAR 26 2010	2010										825							WOS:000275970600033		
J	Hong, Xiaoping; Kim, Jonghwan; Shi, Su-Fei; Zhang, Yu; Jin, Chenhao; Sun, Yinghui; Tongay, Sefaattin; Wu, Junqiao; Zhang, Yanfeng; Wang, Feng								Ultrafast charge transfer in atomically thin MoS2/WS2 heterostructures								NATURE NANOTECHNOLOGY				9	9			682	686		10.1038/NNANO.2014.167			SEP 2014	2014										807							WOS:000341814400010		
J	Bhimanapati, Ganesh R.; Lin, Zhong; Meunier, Vincent; Jung, Yeonwoong; Cha, Judy; Das, Saptarshi; Xiao, Di; Son, Youngwoo; Strano, Michael S.; Cooper, Valentino R.; Liang, Liangbo; Louie, Steven G.; Ringe, Emilie; Zhou, Wu; Kim, Steve S.; Naik, Rajesh R.; Sumpter, Bobby G.; Terrones, Humberto; Xia, Fengnian; Wang, Yeliang; Zhu, Jun; Akinwande, Deji; Alem, Nasim; Schuller, Jon A.; Schaak, Raymond E.; Terrones, Mauricio; Robinson, Joshua A.								Recent Advances in Two-Dimensional Materials beyond Graphene								ACS NANO				9	12			11509	11539		10.1021/acsnano.5b05556			DEC 2015	2015										789							WOS:000367280100002		
J	Zhang, Wen; Xiong, Ren-Gen								Ferroelectric Metal-Organic Frameworks								CHEMICAL REVIEWS				112	2			1163	1195		10.1021/cr200174w			FEB 2012	2012										786							WOS:000300472300016		
J	Mak, Kin Fai; Shan, Jie								Photonics and optoelectronics of 2D semiconductor transition metal dichalcogenides								NATURE PHOTONICS				10	4			216	226		10.1038/NPHOTON.2015.282			APR 2016	2016										773							WOS:000372978900009		
J	Javey, A; Kim, H; Brink, M; Wang, Q; Ural, A; Guo, J; McIntyre, P; McEuen, P; Lundstrom, M; Dai, HJ								High-kappa dielectrics for advanced carbon-nanotube transistors and logic gates								NATURE MATERIALS				1	4			241	246		10.1038/nmat769			DEC 2002	2002										760							WOS:000181498800022		
J	Chen, Shanshan; Brown, Lola; Levendorf, Mark; Cai, Weiwei; Ju, Sang-Yong; Edgeworth, Jonathan; Li, Xuesong; Magnuson, Carl W.; Velamakanni, Aruna; Piner, Richard D.; Kang, Junyong; Park, Jiwoong; Ruoff, Rodney S.								Oxidation Resistance of Graphene-Coated Cu and Cu/Ni Alloy								ACS NANO				5	2			1321	1327		10.1021/nn103028d			FEB 2011	2011										759							WOS:000287553800072		
J	FALLON, PJ; VEERASAMY, VS; DAVIS, CA; ROBERTSON, J; AMARATUNGA, GAJ; MILNE, WI; KOSKINEN, J								PROPERTIES OF FILTERED-ION-BEAM-DEPOSITED DIAMOND-LIKE CARBON AS A FUNCTION OF ION ENERGY								PHYSICAL REVIEW B				48	7			4777	4782		10.1103/PhysRevB.48.4777			AUG 15 1993	1993										752							WOS:A1993LW02600072		
J	Suk, Ji Won; Kitt, Alexander; Magnuson, Carl W.; Hao, Yufeng; Ahmed, Samir; An, Jinho; Swan, Anna K.; Goldberg, Bennett B.; Ruoff, Rodney S.								Transfer of CVD-Grown Monolayer Graphene onto Arbitrary Substrates								ACS NANO				5	9			6916	6924		10.1021/nn201207c			SEP 2011	2011										746							WOS:000295187400019		
J	Freysoldt, Christoph; Grabowski, Blazej; Hickel, Tilmann; Neugebauer, Joerg; Kresse, Georg; Janotti, Anderson; Van de Walle, Chris G.								First-principles calculations for point defects in solids								REVIEWS OF MODERN PHYSICS				86	1						10.1103/RevModPhys.86.253			MAR 28 2014	2014										732							WOS:000334225600001		
J	Caviglia, A. D.; Gariglio, S.; Reyren, N.; Jaccard, D.; Schneider, T.; Gabay, M.; Thiel, S.; Hammerl, G.; Mannhart, J.; Triscone, J. -M.								Electric field control of the LaAlO(3)/SrTiO(3) interface ground state								NATURE				456	7222			624	627		10.1038/nature07576			DEC 4 2008	2008										731							WOS:000261340000037		
J	Wu, Wenzhuo; Wang, Lei; Li, Yilei; Zhang, Fan; Lin, Long; Niu, Simiao; Chenet, Daniel; Zhang, Xian; Hao, Yufeng; Heinz, Tony F.; Hone, James; Wang, Zhong Lin								Piezoelectricity of single-atomic-layer MoS2 for energy conversion and piezotronics								NATURE				514	7523			470	+		10.1038/nature13792			OCT 23 2014	2014										729							WOS:000343775900035		
J	Chung, Chul; Kim, Young-Kwan; Shin, Dolly; Ryoo, Soo-Ryoon; Hong, Byung Hee; Min, Dal-Hee								Biomedical Applications of Graphene and Graphene Oxide								ACCOUNTS OF CHEMICAL RESEARCH				46	10			2211	2224		10.1021/ar300159f			OCT 15 2013	2013										719							WOS:000326123300004		
J	TAMOR, MA; VASSELL, WC								RAMAN FINGERPRINTING OF AMORPHOUS-CARBON FILMS								JOURNAL OF APPLIED PHYSICS				76	6			3823	3830		10.1063/1.357385			SEP 15 1994	1994										718							WOS:A1994PJ11700088		
J	Carroll, RL; Gorman, CB								The genesis of molecular electronics								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				41	23			4379	4400		10.1002/1521-3773(20021202)41:23<4378::AID-ANIE4378>3.0.CO;2-A			2002	2002										717							WOS:000179752500001		
J	HADDON, RC								CHEMISTRY OF THE FULLERENES - THE MANIFESTATION OF STRAIN IN A CLASS OF CONTINUOUS AROMATIC-MOLECULES								SCIENCE				261	5128			1545	1550		10.1126/science.261.5128.1545			SEP 17 1993	1993										716							WOS:A1993LX47400021		
J	Tao, Li; Cinquanta, Eugenio; Chiappe, Daniele; Grazianetti, Carlo; Fanciulli, Marco; Dubey, Madan; Molle, Alessandro; Akinwande, Deji								Silicene field-effect transistors operating at room temperature								NATURE NANOTECHNOLOGY				10	3			227	231		10.1038/NNANO.2014.325			MAR 15 2015	2015										709							WOS:000350799700012		
J	Mkhoyan, K. Andre; Contryman, Alexander W.; Silcox, John; Stewart, Derek A.; Eda, Goki; Mattevi, Cecilia; Miller, Steve; Chhowalla, Manish								Atomic and Electronic Structure of Graphene-Oxide								NANO LETTERS				9	3			1058	1063		10.1021/nl8034256			MAR 2009	2009										709							WOS:000264142100026		
J	Pinheiro, Andre V.; Han, Dongran; Shih, William M.; Yan, Hao								Challenges and opportunities for structural DNA nanotechnology								NATURE NANOTECHNOLOGY				6	12			763	772		10.1038/NNANO.2011.187			DEC 2011	2011										696							WOS:000298248300007		
J	Huang, Xiaoqing; Zhao, Zipeng; Cao, Liang; Chen, Yu; Zhu, Enbo; Lin, Zhaoyang; Li, Mufan; Yan, Aiming; Zettl, Alex; Wang, Y. Morris; Duan, Xiangfeng; Mueller, Tim; Huang, Yu								High-performance transition metal-doped Pt3Ni octahedra for oxygen reduction reaction								SCIENCE				348	6240			1230	1234		10.1126/science.aaa8765			JUN 12 2015	2015										695							WOS:000356011500048		
J	Sapsford, Kim E.; Algar, W. Russ; Berti, Lorenzo; Gemmill, Kelly Boeneman; Casey, Brendan J.; Oh, Eunkeu; Stewart, Michael H.; Medintz, Igor L.								Functionalizing Nanoparticles with Biological Molecules: Developing Chemistries that Facilitate Nanotechnology								CHEMICAL REVIEWS				113	3			1904	2074		10.1021/cr300143v			MAR 2013	2013										694							WOS:000316243600015		
J	Akinwande, Deji; Petrone, Nicholas; Hone, James								Two-dimensional flexible nanoelectronics								NATURE COMMUNICATIONS				5						5678	10.1038/ncomms6678			DEC 2014	2014										682							WOS:000347228400001		
J	Miikkulainen, Ville; Leskela, Markku; Ritala, Mikko; Puurunen, Riikka L.								Crystallinity of inorganic films grown by atomic layer deposition: Overview and general trends								JOURNAL OF APPLIED PHYSICS				113	2					021301	10.1063/1.4757907			JAN 14 2013	2013										680							WOS:000313644500001		
J	DAVIS, CA								A SIMPLE-MODEL FOR THE FORMATION OF COMPRESSIVE STRESS IN THIN-FILMS BY ION-BOMBARDMENT								THIN SOLID FILMS				226	1			30	34		10.1016/0040-6090(93)90201-Y			APR 15 1993	1993										666							WOS:A1993KX14200007		
J	Nelayah, Jaysen; Kociak, Mathieu; Stephan, Odile; Garcia de Abajo, F. Javier; Tence, Marcel; Henrard, Luc; Taverna, Dario; Pastoriza-Santos, Isabel; Liz-Marzan, Luis M.; Colliex, Christian								Mapping surface plasmons on a single metallic nanoparticle								NATURE PHYSICS				3	5			348	353		10.1038/nphys575			MAY 2007	2007										661							WOS:000246738300021		
J	Garcia de Abajo, F. J.								Optical excitations in electron microscopy								REVIEWS OF MODERN PHYSICS				82	1			209	275		10.1103/RevModPhys.82.209			JAN-MAR 2010	2010										655							WOS:000276184000005		
J	Krivanek, Ondrej L.; Chisholm, Matthew F.; Nicolosi, Valeria; Pennycook, Timothy J.; Corbin, George J.; Dellby, Niklas; Murfitt, Matthew F.; Own, Christopher S.; Szilagyi, Zoltan S.; Oxley, Mark P.; Pantelides, Sokrates T.; Pennycook, Stephen J.								Atom-by-atom structural and chemical analysis by annular dark-field electron microscopy								NATURE				464	7288			571	574		10.1038/nature08879			MAR 25 2010	2010										654							WOS:000275974200043		
J	Saparov, Bayrammurad; Mitzi, David B.								Organic-Inorganic Perovskites: Structural Versatility for Functional Materials Design								CHEMICAL REVIEWS				116	7			4558	4596		10.1021/acs.chemrev.5b00715			APR 13 2016	2016										650							WOS:000374274700007		
J	Politi, Y; Arad, T; Klein, E; Weiner, S; Addadi, L								Sea urchin spine calcite forms via a transient amorphous calcium carbonate phase								SCIENCE				306	5699			1161	1164		10.1126/science.1102289			NOV 12 2004	2004										643							WOS:000225193100041		
